country,country_label,poe,state,total_arrivals
BRA,Brazil,Telaga Harbour Park,Kedah,323
BRA,Brazil,Terminal Feri Puteri Harbour,Johor,9
BRA,Brazil,Wang Kelian,Perlis,36
BRA,Brazil,Woodlands Train Checkpoint,Singapore,127
BRB,Barbados,Bangunan Sultan Iskandar,Johor,6
BRB,Barbados,Gelang Patah,Johor,18
BRB,Barbados,LTA Bayan Lepas,Pulau_Pinang,3
BRB,Barbados,LTA Kuala Lumpur Terminal 1,Selangor,85
BRB,Barbados,LTA Kuala Lumpur Terminal 2,Selangor,41
BRB,Barbados,LTA Langkawi,Kedah,1
BRB,Barbados,LTA Subang Terminal 3,Selangor,1
BRB,Barbados,Padang Besar,Perlis,1
BRB,Barbados,Pejabat Imigresen Desaru Coast,Johor,1
BRB,Barbados,Pelabuhan Klang Barat - SCT,Selangor,2
BRN,Brunei Darussalam,Bangunan Sultan Iskandar,Johor,4831
BRN,Brunei Darussalam,Biawak,Sarawak,231
BRN,Brunei Darussalam,Bukit Kayu Hitam,Kedah,361
BRN,Brunei Darussalam,Dermaga Kastam Limbang,Sarawak,17
BRN,Brunei Darussalam,Dermaga Labuan,Labuan,18469
BRN,Brunei Darussalam,Dermaga Tawau,Sabah,39
BRN,Brunei Darussalam,Gelang Patah,Johor,2294
BRN,Brunei Darussalam,ICQ Durian Burung,Kedah,12
BRN,Brunei Darussalam,Jeti Kuah Langkawi,Kedah,5
BRN,Brunei Darussalam,Jeti Pasir Gudang,Johor,20
BRN,Brunei Darussalam,LT Batu Berendam,Melaka,1
BRN,Brunei Darussalam,LT Bintulu,Sarawak,55
BRN,Brunei Darussalam,LT Labuan,Labuan,10
BRN,Brunei Darussalam,LT Miri,Sarawak,8204
BRN,Brunei Darussalam,LT Sandakan,Sabah,108
BRN,Brunei Darussalam,LT Sibu,Sarawak,51
BRN,Brunei Darussalam,LT Tawau,Sabah,154
BRN,Brunei Darussalam,LTA Bayan Lepas,Pulau_Pinang,283
BRN,Brunei Darussalam,LTA Ipoh,Perak,37
BRN,Brunei Darussalam,LTA Kota Kinabalu,Sabah,14126
BRN,Brunei Darussalam,LTA Kuala Lumpur Terminal 1,Selangor,54343
BRN,Brunei Darussalam,LTA Kuala Lumpur Terminal 2,Selangor,40126
BRN,Brunei Darussalam,LTA Kuantan,Pahang,1
BRN,Brunei Darussalam,LTA Kuching,Sarawak,7704
BRN,Brunei Darussalam,LTA Langkawi,Kedah,25
BRN,Brunei Darussalam,LTA Subang Terminal 3,Selangor,62
BRN,Brunei Darussalam,LTA Sultan Ismail,Kelantan,4
BRN,Brunei Darussalam,LTA Sultan Ismail Senai,Johor,27
BRN,Brunei Darussalam,Lubok Antu,Sarawak,25
BRN,Brunei Darussalam,Merapok,Sabah,269
BRN,Brunei Darussalam,Padang Besar,Perlis,365
BRN,Brunei Darussalam,Pandaruan,Sarawak,216543
BRN,Brunei Darussalam,Pasir Gudang,Johor,5
BRN,Brunei Darussalam,Pejabat Imigresen Desaru Coast,Johor,3
BRN,Brunei Darussalam,Pelabuhan Klang Barat - KMT,Selangor,11
BRN,Brunei Darussalam,Pelabuhan Klang Barat - SCT,Selangor,90
BRN,Brunei Darussalam,Pelabuhan Klang Utara,Selangor,2
BRN,Brunei Darussalam,Pelabuhan Melaka,Melaka,14
BRN,Brunei Darussalam,Pengkalan Hulu (Bukit Berapit),Perak,27
BRN,Brunei Darussalam,Pengkalan Kubur,Kelantan,57
BRN,Brunei Darussalam,Pos Imigresen Mengkalap,Sarawak,350463
BRN,Brunei Darussalam,Rantau Panjang,Kelantan,85
BRN,Brunei Darussalam,Roro Labuan,Labuan,3996
BRN,Brunei Darussalam,Sindumin,Sabah,24
BRN,Brunei Darussalam,Stulang Laut,Johor,140
BRN,Brunei Darussalam,Sungai Tujuh,Sarawak,601869
BRN,Brunei Darussalam,Tanjung Pengelih,Johor,1
BRN,Brunei Darussalam,Tebedu,Sarawak,1078
BRN,Brunei Darussalam,Tedungan,Sarawak,205621
BRN,Brunei Darussalam,Telaga Harbour Park,Kedah,8
BRN,Brunei Darussalam,Terminal Feri Puteri Harbour,Johor,36
BRN,Brunei Darussalam,Wang Kelian,Perlis,16
BRN,Brunei Darussalam,Woodlands Train Checkpoint,Singapore,901
BTN,Bhutan,Bangunan Sultan Iskandar,Johor,53
BTN,Bhutan,Bukit Kayu Hitam,Kedah,6
BTN,Bhutan,Gelang Patah,Johor,73
BTN,Bhutan,LT Bintulu,Sarawak,2
BTN,Bhutan,LT Miri,Sarawak,1
BTN,Bhutan,LTA Bayan Lepas,Pulau_Pinang,51
BTN,Bhutan,LTA Ipoh,Perak,1
BTN,Bhutan,LTA Kota Kinabalu,Sabah,3
BTN,Bhutan,LTA Kuala Lumpur Terminal 1,Selangor,676
BTN,Bhutan,LTA Kuala Lumpur Terminal 2,Selangor,205
BTN,Bhutan,LTA Langkawi,Kedah,5
BTN,Bhutan,LTA Subang Terminal 3,Selangor,3
BTN,Bhutan,LTA Sultan Ismail Senai,Johor,8
BTN,Bhutan,Padang Besar,Perlis,5
BTN,Bhutan,Woodlands Train Checkpoint,Singapore,2
BWA,Botswana,Bangunan Sultan Iskandar,Johor,22
BWA,Botswana,Bukit Kayu Hitam,Kedah,6
BWA,Botswana,Gelang Patah,Johor,16
BWA,Botswana,LTA Bayan Lepas,Pulau_Pinang,4
BWA,Botswana,LTA Kota Kinabalu,Sabah,1
BWA,Botswana,LTA Kuala Lumpur Terminal 1,Selangor,301
BWA,Botswana,LTA Kuala Lumpur Terminal 2,Selangor,40
BWA,Botswana,LTA Kuching,Sarawak,5
BWA,Botswana,LTA Langkawi,Kedah,5
BWA,Botswana,LTA Sultan Ismail Senai,Johor,1
BWA,Botswana,Padang Besar,Perlis,1
CAF,Central African Republic,LTA Kuala Lumpur Terminal 1,Selangor,6
CAF,Central African Republic,LTA Kuala Lumpur Terminal 2,Selangor,5
CAF,Central African Republic,LTA Langkawi,Kedah,1
CAN,Canada,Bangunan Sultan Iskandar,Johor,11924
CAN,Canada,Biawak,Sarawak,12
CAN,Canada,Bukit Kayu Hitam,Kedah,1127
CAN,Canada,Dermaga Bintulu,Sarawak,1
CAN,Canada,Dermaga Kota Kinabalu,Sabah,13
CAN,Canada,Dermaga Labuan,Labuan,88
CAN,Canada,Dermaga Sandakan,Sabah,1
CAN,Canada,Dermaga Tawau,Sabah,9
CAN,Canada,Gelang Patah,Johor,13804
CAN,Canada,ICQ Durian Burung,Kedah,6
CAN,Canada,ICQS Kudat,Sabah,13
CAN,Canada,Jeti Kuah Langkawi,Kedah,609
CAN,Canada,Jeti Pasir Gudang,Johor,12
CAN,Canada,Jeti Port Dickson,Negeri_Sembilan,1
CAN,Canada,Jeti Tioman,Pahang,12
CAN,Canada,LT Batu Berendam,Melaka,6
CAN,Canada,LT Bintulu,Sarawak,11
CAN,Canada,LT Miri,Sarawak,431
CAN,Canada,LT Sandakan,Sabah,22
CAN,Canada,LT Sibu,Sarawak,27
CAN,Canada,LT Tawau,Sabah,21
CAN,Canada,LTA Bayan Lepas,Pulau_Pinang,8744
CAN,Canada,LTA Ipoh,Perak,522
CAN,Canada,LTA Kota Kinabalu,Sabah,2438
CAN,Canada,LTA Kuala Lumpur Terminal 1,Selangor,51653
CAN,Canada,LTA Kuala Lumpur Terminal 2,Selangor,28972
CAN,Canada,LTA Kuantan,Pahang,26
CAN,Canada,LTA Kuching,Sarawak,1141
CAN,Canada,LTA Langkawi,Kedah,1297
CAN,Canada,LTA Subang Terminal 3,Selangor,762
CAN,Canada,LTA Sultan Ismail Senai,Johor,317
CAN,Canada,Lumut,Perak,4
CAN,Canada,Merapok,Sabah,1
CAN,Canada,Padang Besar,Perlis,641
CAN,Canada,Pandaruan,Sarawak,82
CAN,Canada,Pasir Gudang,Johor,3
CAN,Canada,Pejabat Imigresen Desaru Coast,Johor,129
CAN,Canada,Pejabat Imigresen Port Swettenham,Selangor,3
CAN,Canada,Pelabuhan Kemaman,Terengganu,5
CAN,Canada,Pelabuhan Klang Barat - KMT,Selangor,60
CAN,Canada,Pelabuhan Klang Barat - SCT,Selangor,547
CAN,Canada,Pelabuhan Klang Selatan - Jeti,Selangor,1
CAN,Canada,Pelabuhan Klang Utara,Selangor,7
CAN,Canada,Pelabuhan Kuantan,Pahang,1
CAN,Canada,Pelabuhan Kuching,Sarawak,14
CAN,Canada,Pelabuhan Melaka,Melaka,9
CAN,Canada,Pelabuhan Tanjung Pelepas,Johor,1
CAN,Canada,Pengkalan Hulu (Bukit Berapit),Perak,140
CAN,Canada,Pengkalan Kubur,Kelantan,11
CAN,Canada,Pos Imigresen Mengkalap,Sarawak,370
CAN,Canada,Rantau Panjang,Kelantan,99
CAN,Canada,Roro Labuan,Labuan,22
CAN,Canada,Stulang Laut,Johor,190
CAN,Canada,Sungai Tujuh,Sarawak,3575
CAN,Canada,Tanjung Belungkor,Johor,20
CAN,Canada,Tanjung Lembung,Kedah,2
CAN,Canada,Tanjung Pengelih,Johor,58
CAN,Canada,Tebedu,Sarawak,21
CAN,Canada,Tedungan,Sarawak,327
CAN,Canada,Telaga Harbour Park,Kedah,545
CAN,Canada,Terminal Feri Puteri Harbour,Johor,60
CAN,Canada,Wang Kelian,Perlis,277
CAN,Canada,Woodlands Train Checkpoint,Singapore,832
CCK,Cocos (Keeling) Islands,LTA Kuala Lumpur Terminal 1,Selangor,1
CCK,Cocos (Keeling) Islands,LTA Kuala Lumpur Terminal 2,Selangor,1
CHE,Switzerland,Bangunan Sultan Iskandar,Johor,3614
CHE,Switzerland,Biawak,Sarawak,3
CHE,Switzerland,Bukit Kayu Hitam,Kedah,564
CHE,Switzerland,Dermaga Kota Kinabalu,Sabah,1
CHE,Switzerland,Dermaga Labuan,Labuan,33
CHE,Switzerland,Dermaga Sandakan,Sabah,1
CHE,Switzerland,Dermaga Tawau,Sabah,18
CHE,Switzerland,Gelang Patah,Johor,4176
CHE,Switzerland,ICQ Durian Burung,Kedah,2
CHE,Switzerland,ICQS Kudat,Sabah,2
CHE,Switzerland,Jeti Kuah Langkawi,Kedah,530
CHE,Switzerland,Jeti Port Dickson,Negeri_Sembilan,7
CHE,Switzerland,Jeti Tioman,Pahang,10
CHE,Switzerland,LT Batu Berendam,Melaka,2
CHE,Switzerland,LT Miri,Sarawak,29
CHE,Switzerland,LT Sandakan,Sabah,17
CHE,Switzerland,LT Sibu,Sarawak,8
CHE,Switzerland,LT Tawau,Sabah,6
CHE,Switzerland,LTA Bayan Lepas,Pulau_Pinang,2519
CHE,Switzerland,LTA Ipoh,Perak,114
CHE,Switzerland,LTA Kota Kinabalu,Sabah,639
CHE,Switzerland,LTA Kuala Lumpur Terminal 1,Selangor,17990
CHE,Switzerland,LTA Kuala Lumpur Terminal 2,Selangor,8222
CHE,Switzerland,LTA Kuantan,Pahang,33
CHE,Switzerland,LTA Kuching,Sarawak,472
CHE,Switzerland,LTA Langkawi,Kedah,1127
CHE,Switzerland,LTA Subang Terminal 3,Selangor,216
CHE,Switzerland,LTA Sultan Ismail,Kelantan,5
CHE,Switzerland,LTA Sultan Ismail Senai,Johor,42
CHE,Switzerland,Padang Besar,Perlis,386
CHE,Switzerland,Pandaruan,Sarawak,13
CHE,Switzerland,Pejabat Imigresen Desaru Coast,Johor,88
CHE,Switzerland,Pejabat Imigresen Port Swettenham,Selangor,7
CHE,Switzerland,Pelabuhan Klang Barat - KMT,Selangor,34
CHE,Switzerland,Pelabuhan Klang Barat - SCT,Selangor,168
CHE,Switzerland,Pelabuhan Klang Selatan - Jeti,Selangor,1
CHE,Switzerland,Pelabuhan Klang Utara,Selangor,37
CHE,Switzerland,Pelabuhan Kuching,Sarawak,1
CHE,Switzerland,Pelabuhan Melaka,Melaka,13
CHE,Switzerland,Pelabuhan Tanjung Pelepas,Johor,2
CHE,Switzerland,Pengkalan Hulu (Bukit Berapit),Perak,18
CHE,Switzerland,Pengkalan Kubur,Kelantan,10
CHE,Switzerland,Pos Imigresen Mengkalap,Sarawak,33
CHE,Switzerland,Rantau Panjang,Kelantan,57
CHE,Switzerland,Roro Labuan,Labuan,2
CHE,Switzerland,Stulang Laut,Johor,10
CHE,Switzerland,Sungai Tujuh,Sarawak,168
CHE,Switzerland,Tanjung Belungkor,Johor,11
CHE,Switzerland,Tanjung Pengelih,Johor,35
CHE,Switzerland,Tebedu,Sarawak,17
CHE,Switzerland,Tedungan,Sarawak,13
CHE,Switzerland,Telaga Harbour Park,Kedah,547
CHE,Switzerland,Terminal Feri Puteri Harbour,Johor,12
CHE,Switzerland,Wang Kelian,Perlis,211
CHE,Switzerland,Woodlands Train Checkpoint,Singapore,187
CHL,Chile,Bangunan Sultan Iskandar,Johor,208
CHL,Chile,Biawak,Sarawak,1
CHL,Chile,Bukit Kayu Hitam,Kedah,150
CHL,Chile,Dermaga Tawau,Sabah,1
CHL,Chile,Gelang Patah,Johor,419
CHL,Chile,Jeti Kuah Langkawi,Kedah,62
CHL,Chile,LT Bintulu,Sarawak,2
CHL,Chile,LT Miri,Sarawak,3
CHL,Chile,LT Sandakan,Sabah,1
CHL,Chile,LTA Bayan Lepas,Pulau_Pinang,129
CHL,Chile,LTA Ipoh,Perak,4
CHL,Chile,LTA Kota Kinabalu,Sabah,43
CHL,Chile,LTA Kuala Lumpur Terminal 1,Selangor,1692
CHL,Chile,LTA Kuala Lumpur Terminal 2,Selangor,2759
CHL,Chile,LTA Kuantan,Pahang,4
CHL,Chile,LTA Kuching,Sarawak,10
CHL,Chile,LTA Langkawi,Kedah,48
CHL,Chile,LTA Subang Terminal 3,Selangor,11
CHL,Chile,LTA Sultan Ismail Senai,Johor,7
CHL,Chile,Padang Besar,Perlis,77
CHL,Chile,Pejabat Imigresen Desaru Coast,Johor,4
CHL,Chile,Pelabuhan Klang Barat - SCT,Selangor,8
CHL,Chile,Pelabuhan Melaka,Melaka,2
CHL,Chile,Pengkalan Kubur,Kelantan,2
CHL,Chile,Rantau Panjang,Kelantan,11
CHL,Chile,Sungai Tujuh,Sarawak,5
CHL,Chile,Tanjung Pengelih,Johor,2
CHL,Chile,Tebedu,Sarawak,1
CHL,Chile,Tedungan,Sarawak,1
CHL,Chile,Telaga Harbour Park,Kedah,86
CHL,Chile,Wang Kelian,Perlis,16
CHL,Chile,Woodlands Train Checkpoint,Singapore,6
CHN,China,Bangunan Sultan Iskandar,Johor,308966
CHN,China,Biawak,Sarawak,568
CHN,China,Bukit Kayu Hitam,Kedah,6050
CHN,China,Dermaga Kastam Limbang,Sarawak,3
CHN,China,Dermaga Kota Kinabalu,Sabah,14
CHN,China,Dermaga Labuan,Labuan,628
CHN,China,Dermaga Sandakan,Sabah,2
CHN,China,Dermaga Tawau,Sabah,45
CHN,China,Gelang Patah,Johor,342036
CHN,China,ICQ Durian Burung,Kedah,22
CHN,China,ICQS Kudat,Sabah,2
CHN,China,Jeti Kuah Langkawi,Kedah,870
CHN,China,Jeti Kukup,Johor,10
CHN,China,Jeti Pasir Gudang,Johor,47
CHN,China,Jeti Tioman,Pahang,48
CHN,China,LT Batu Berendam,Melaka,20
CHN,China,LT Bintulu,Sarawak,401
CHN,China,LT Labuan,Labuan,20
CHN,China,LT Limbang,Sarawak,2
CHN,China,LT Miri,Sarawak,818
CHN,China,LT Sandakan,Sabah,56
CHN,China,LT Sibu,Sarawak,241
CHN,China,LT Tawau,Sabah,3793
CHN,China,LTA Bayan Lepas,Pulau_Pinang,104216
CHN,China,LTA Ipoh,Perak,2377
CHN,China,LTA Kota Kinabalu,Sabah,71391
CHN,China,LTA Kuala Lumpur Terminal 1,Selangor,705066
CHN,China,LTA Kuala Lumpur Terminal 2,Selangor,557500
CHN,China,LTA Kuala Terengganu,Terengganu,1
CHN,China,LTA Kuantan,Pahang,377
CHN,China,LTA Kuching,Sarawak,6976
CHN,China,LTA Langkawi,Kedah,13278
CHN,China,LTA Subang Terminal 3,Selangor,2532
CHN,China,LTA Sultan Ismail,Kelantan,11
CHN,China,LTA Sultan Ismail Senai,Johor,25990
CHN,China,Lubok Antu,Sarawak,9
CHN,China,Padang Besar,Perlis,1565
CHN,China,Pandaruan,Sarawak,189
CHN,China,Pasir Gudang,Johor,71
CHN,China,Pejabat Imigresen Desaru Coast,Johor,541
CHN,China,Pejabat Imigresen Port Swettenham,Selangor,25
CHN,China,Pelabuhan Klang Barat - KMT,Selangor,2596
CHN,China,Pelabuhan Klang Barat - SCT,Selangor,2759
CHN,China,Pelabuhan Klang Utara,Selangor,164
CHN,China,Pelabuhan Kuantan,Pahang,7
CHN,China,Pelabuhan Kuching,Sarawak,2
CHN,China,Pelabuhan Melaka,Melaka,22
CHN,China,Pelabuhan Tanjung Pelepas,Johor,941
CHN,China,Pengkalan Hulu (Bukit Berapit),Perak,1814
CHN,China,Pengkalan Kubur,Kelantan,10
CHN,China,Pos Imigresen Bukit Bunga,Kelantan,6
CHN,China,Pos Imigresen Mengkalap,Sarawak,860
CHN,China,Rantau Panjang,Kelantan,136
CHN,China,Roro Labuan,Labuan,51
CHN,China,Stulang Laut,Johor,1493
CHN,China,Sungai Tujuh,Sarawak,4344
CHN,China,Tanjung Belungkor,Johor,43
CHN,China,Tanjung Pengelih,Johor,267
CHN,China,Tebedu,Sarawak,221
CHN,China,Tedungan,Sarawak,792
CHN,China,Telaga Harbour Park,Kedah,309
CHN,China,Terminal Feri Puteri Harbour,Johor,538
CHN,China,Wang Kelian,Perlis,142
CHN,China,Woodlands Train Checkpoint,Singapore,12710
CIV,Cote d'Ivoire,Bangunan Sultan Iskandar,Johor,7
CIV,Cote d'Ivoire,Gelang Patah,Johor,13
CIV,Cote d'Ivoire,LTA Bayan Lepas,Pulau_Pinang,4
CIV,Cote d'Ivoire,LTA Kota Kinabalu,Sabah,1
CIV,Cote d'Ivoire,LTA Kuala Lumpur Terminal 1,Selangor,491
CIV,Cote d'Ivoire,LTA Kuala Lumpur Terminal 2,Selangor,31
CIV,Cote d'Ivoire,LTA Kuching,Sarawak,1
CIV,Cote d'Ivoire,LTA Langkawi,Kedah,3
CMR,Cameroon,Bangunan Sultan Iskandar,Johor,25
CMR,Cameroon,Gelang Patah,Johor,15
CMR,Cameroon,LTA Bayan Lepas,Pulau_Pinang,15
CMR,Cameroon,LTA Kota Kinabalu,Sabah,5
CMR,Cameroon,LTA Kuala Lumpur Terminal 1,Selangor,449
CMR,Cameroon,LTA Kuala Lumpur Terminal 2,Selangor,114
CMR,Cameroon,LTA Kuching,Sarawak,3
CMR,Cameroon,LTA Langkawi,Kedah,7
CMR,Cameroon,Sungai Tujuh,Sarawak,3
CMR,Cameroon,Woodlands Train Checkpoint,Singapore,1
COD,Congo,Bangunan Sultan Iskandar,Johor,15
COD,Congo,Gelang Patah,Johor,6
COD,Congo,LT Sibu,Sarawak,1
COD,Congo,LTA Bayan Lepas,Pulau_Pinang,1
COD,Congo,LTA Kuala Lumpur Terminal 1,Selangor,203
COD,Congo,LTA Kuala Lumpur Terminal 2,Selangor,42
COD,Congo,LTA Kuching,Sarawak,1
COD,Congo,Pelabuhan Klang Barat - SCT,Selangor,1
COG,Congo,Gelang Patah,Johor,1
COG,Congo,LTA Kuala Lumpur Terminal 1,Selangor,56
COG,Congo,LTA Kuala Lumpur Terminal 2,Selangor,17
COG,Congo,LTA Langkawi,Kedah,1
COK,Cook Islands,LTA Kuala Lumpur Terminal 2,Selangor,1
COL,Colombia,Bangunan Sultan Iskandar,Johor,226
COL,Colombia,Bukit Kayu Hitam,Kedah,1
COL,Colombia,Dermaga Labuan,Labuan,1
COL,Colombia,Gelang Patah,Johor,306
COL,Colombia,Jeti Kuah Langkawi,Kedah,3
COL,Colombia,LT Miri,Sarawak,3
COL,Colombia,LT Sibu,Sarawak,1
COL,Colombia,LT Tawau,Sabah,2
COL,Colombia,LTA Bayan Lepas,Pulau_Pinang,67
COL,Colombia,LTA Ipoh,Perak,7
COL,Colombia,LTA Kota Kinabalu,Sabah,22
COL,Colombia,LTA Kuala Lumpur Terminal 1,Selangor,2033
COL,Colombia,LTA Kuala Lumpur Terminal 2,Selangor,1474
COL,Colombia,LTA Kuching,Sarawak,9
COL,Colombia,LTA Langkawi,Kedah,38
COL,Colombia,LTA Subang Terminal 3,Selangor,37
COL,Colombia,LTA Sultan Ismail Senai,Johor,4
COL,Colombia,Lubok Antu,Sarawak,1
COL,Colombia,Pejabat Imigresen Desaru Coast,Johor,8
COL,Colombia,Pelabuhan Klang Barat - KMT,Selangor,9
COL,Colombia,Pelabuhan Klang Barat - SCT,Selangor,91
COL,Colombia,Pelabuhan Klang Utara,Selangor,1
COL,Colombia,Pos Imigresen Mengkalap,Sarawak,1
COL,Colombia,Sungai Tujuh,Sarawak,12
COL,Colombia,Telaga Harbour Park,Kedah,2
COL,Colombia,Woodlands Train Checkpoint,Singapore,6
COM,Comoros,Bangunan Sultan Iskandar,Johor,10
COM,Comoros,Gelang Patah,Johor,5
COM,Comoros,LTA Kuala Lumpur Terminal 1,Selangor,359
COM,Comoros,LTA Kuala Lumpur Terminal 2,Selangor,33
COM,Comoros,LTA Langkawi,Kedah,3
CPV,Cape Verde,Bangunan Sultan Iskandar,Johor,4
CPV,Cape Verde,Gelang Patah,Johor,3
CPV,Cape Verde,LTA Bayan Lepas,Pulau_Pinang,1
CPV,Cape Verde,LTA Kota Kinabalu,Sabah,1
CPV,Cape Verde,LTA Kuala Lumpur Terminal 1,Selangor,30
CPV,Cape Verde,LTA Kuala Lumpur Terminal 2,Selangor,24
CPV,Cape Verde,LTA Langkawi,Kedah,1
CPV,Cape Verde,Telaga Harbour Park,Kedah,1
CRI,Costa Rica,Bangunan Sultan Iskandar,Johor,104
CRI,Costa Rica,Bukit Kayu Hitam,Kedah,2
CRI,Costa Rica,Gelang Patah,Johor,112
CRI,Costa Rica,Jeti Kuah Langkawi,Kedah,2
CRI,Costa Rica,LT Miri,Sarawak,1
CRI,Costa Rica,LTA Bayan Lepas,Pulau_Pinang,106
CRI,Costa Rica,LTA Ipoh,Perak,3
CRI,Costa Rica,LTA Kota Kinabalu,Sabah,14
CRI,Costa Rica,LTA Kuala Lumpur Terminal 1,Selangor,643
CRI,Costa Rica,LTA Kuala Lumpur Terminal 2,Selangor,515
CRI,Costa Rica,LTA Kuching,Sarawak,3
CRI,Costa Rica,LTA Langkawi,Kedah,7
CRI,Costa Rica,LTA Subang Terminal 3,Selangor,6
CRI,Costa Rica,Padang Besar,Perlis,4
CRI,Costa Rica,Pejabat Imigresen Desaru Coast,Johor,4
CRI,Costa Rica,Pelabuhan Klang Barat - SCT,Selangor,28
CRI,Costa Rica,Pelabuhan Tanjung Pelepas,Johor,2
CRI,Costa Rica,Pos Imigresen Mengkalap,Sarawak,1
CRI,Costa Rica,Sungai Tujuh,Sarawak,1
CRI,Costa Rica,Tanjung Belungkor,Johor,1
CRI,Costa Rica,Tanjung Pengelih,Johor,9
CRI,Costa Rica,Tedungan,Sarawak,2
CRI,Costa Rica,Telaga Harbour Park,Kedah,2
CRI,Costa Rica,Woodlands Train Checkpoint,Singapore,1
CUB,Cuba,Bangunan Sultan Iskandar,Johor,42
CUB,Cuba,Bukit Kayu Hitam,Kedah,1
CUB,Cuba,Gelang Patah,Johor,54
CUB,Cuba,Jeti Kuah Langkawi,Kedah,1
CUB,Cuba,LTA Bayan Lepas,Pulau_Pinang,8
CUB,Cuba,LTA Kota Kinabalu,Sabah,3
CUB,Cuba,LTA Kuala Lumpur Terminal 1,Selangor,306
CUB,Cuba,LTA Kuala Lumpur Terminal 2,Selangor,194
CUB,Cuba,LTA Kuching,Sarawak,2
CUB,Cuba,LTA Langkawi,Kedah,3
CUB,Cuba,Padang Besar,Perlis,1
CUB,Cuba,Pejabat Imigresen Desaru Coast,Johor,1
CUB,Cuba,Telaga Harbour Park,Kedah,2
CYP,Cyprus,Bangunan Sultan Iskandar,Johor,108
CYP,Cyprus,Bukit Kayu Hitam,Kedah,4
CYP,Cyprus,Gelang Patah,Johor,332
CYP,Cyprus,Jeti Kuah Langkawi,Kedah,4
CYP,Cyprus,LT Miri,Sarawak,4
CYP,Cyprus,LT Sandakan,Sabah,8
CYP,Cyprus,LT Sibu,Sarawak,4
CYP,Cyprus,LTA Bayan Lepas,Pulau_Pinang,90
CYP,Cyprus,LTA Ipoh,Perak,4
CYP,Cyprus,LTA Kota Kinabalu,Sabah,14
CYP,Cyprus,LTA Kuala Lumpur Terminal 1,Selangor,1998
CYP,Cyprus,LTA Kuala Lumpur Terminal 2,Selangor,620
CYP,Cyprus,LTA Kuching,Sarawak,20
CYP,Cyprus,LTA Langkawi,Kedah,72
CYP,Cyprus,LTA Subang Terminal 3,Selangor,34
CYP,Cyprus,LTA Sultan Ismail Senai,Johor,14
CYP,Cyprus,Pelabuhan Klang Barat - SCT,Selangor,8
CYP,Cyprus,Pelabuhan Tanjung Pelepas,Johor,8
CYP,Cyprus,Pos Imigresen Mengkalap,Sarawak,2
CYP,Cyprus,Sungai Tujuh,Sarawak,10
CYP,Cyprus,Tanjung Belungkor,Johor,2
CYP,Cyprus,Tanjung Pengelih,Johor,2
CYP,Cyprus,Wang Kelian,Perlis,6
CZE,Czech Republic,Bangunan Sultan Iskandar,Johor,1175
CZE,Czech Republic,Biawak,Sarawak,1
CZE,Czech Republic,Bukit Kayu Hitam,Kedah,485
CZE,Czech Republic,Dermaga Labuan,Labuan,48
CZE,Czech Republic,Dermaga Tawau,Sabah,1
CZE,Czech Republic,Gelang Patah,Johor,1124
CZE,Czech Republic,Jeti Kuah Langkawi,Kedah,434
CZE,Czech Republic,Jeti Port Dickson,Negeri_Sembilan,1
CZE,Czech Republic,LT Bintulu,Sarawak,1
CZE,Czech Republic,LT Miri,Sarawak,17
CZE,Czech Republic,LT Sandakan,Sabah,3
CZE,Czech Republic,LT Tawau,Sabah,5
CZE,Czech Republic,LTA Bayan Lepas,Pulau_Pinang,558
CZE,Czech Republic,LTA Ipoh,Perak,11
