country,country_label,poe,state,total_arrivals
REU,Reunion,Bangunan Sultan Iskandar,Johor,1
REU,Reunion,LT Sibu,Sarawak,1
ROU,Romania,Bangunan Sultan Iskandar,Johor,1079
ROU,Romania,Bukit Kayu Hitam,Kedah,59
ROU,Romania,Dermaga Labuan,Labuan,2
ROU,Romania,Dermaga Sandakan,Sabah,2
ROU,Romania,Dermaga Tawau,Sabah,2
ROU,Romania,Gelang Patah,Johor,1352
ROU,Romania,Jeti Kuah Langkawi,Kedah,135
ROU,Romania,Jeti Port Dickson,Negeri_Sembilan,2
ROU,Romania,Jeti Tioman,Pahang,2
ROU,Romania,LT Bintulu,Sarawak,4
ROU,Romania,LT Miri,Sarawak,25
ROU,Romania,LT Tawau,Sabah,4
ROU,Romania,LTA Bayan Lepas,Pulau_Pinang,381
ROU,Romania,LTA Ipoh,Perak,24
ROU,Romania,LTA Kota Kinabalu,Sabah,126
ROU,Romania,LTA Kuala Lumpur Terminal 1,Selangor,7688
ROU,Romania,LTA Kuala Lumpur Terminal 2,Selangor,4531
ROU,Romania,LTA Kuantan,Pahang,2
ROU,Romania,LTA Kuching,Sarawak,46
ROU,Romania,LTA Langkawi,Kedah,438
ROU,Romania,LTA Subang Terminal 3,Selangor,64
ROU,Romania,LTA Sultan Ismail,Kelantan,4
ROU,Romania,LTA Sultan Ismail Senai,Johor,12
ROU,Romania,Padang Besar,Perlis,32
ROU,Romania,Pandaruan,Sarawak,7
ROU,Romania,Pasir Gudang,Johor,12
ROU,Romania,Pejabat Imigresen Desaru Coast,Johor,8
ROU,Romania,Pejabat Imigresen Port Swettenham,Selangor,3
ROU,Romania,Pelabuhan Klang Barat - KMT,Selangor,32
ROU,Romania,Pelabuhan Klang Barat - SCT,Selangor,30
ROU,Romania,Pelabuhan Klang Utara,Selangor,5
ROU,Romania,Pelabuhan Kuantan,Pahang,3
ROU,Romania,Pelabuhan Kuching,Sarawak,11
ROU,Romania,Pelabuhan Tanjung Pelepas,Johor,196
ROU,Romania,Pos Imigresen Mengkalap,Sarawak,15
ROU,Romania,Rantau Panjang,Kelantan,12
ROU,Romania,Roro Labuan,Labuan,4
ROU,Romania,Stulang Laut,Johor,7
ROU,Romania,Sungai Tujuh,Sarawak,44
ROU,Romania,Tanjung Pengelih,Johor,4
ROU,Romania,Tebedu,Sarawak,1
ROU,Romania,Tedungan,Sarawak,10
ROU,Romania,Telaga Harbour Park,Kedah,213
ROU,Romania,Terminal Feri Puteri Harbour,Johor,3
ROU,Romania,Wang Kelian,Perlis,24
ROU,Romania,Woodlands Train Checkpoint,Singapore,44
RUS,Russian Federation,Bangunan Sultan Iskandar,Johor,5804
RUS,Russian Federation,Biawak,Sarawak,44
RUS,Russian Federation,Bukit Kayu Hitam,Kedah,12266
RUS,Russian Federation,Dermaga Kota Kinabalu,Sabah,46
RUS,Russian Federation,Dermaga Labuan,Labuan,234
RUS,Russian Federation,Dermaga Sandakan,Sabah,2
RUS,Russian Federation,Dermaga Tawau,Sabah,14
RUS,Russian Federation,Gelang Patah,Johor,8242
RUS,Russian Federation,ICQ Durian Burung,Kedah,4
RUS,Russian Federation,ICQS Kudat,Sabah,2
RUS,Russian Federation,Jeti Kuah Langkawi,Kedah,3046
RUS,Russian Federation,Jeti Kukup,Johor,2
RUS,Russian Federation,Jeti Pasir Gudang,Johor,8
RUS,Russian Federation,Jeti Port Dickson,Negeri_Sembilan,8
RUS,Russian Federation,Jeti Tioman,Pahang,28
RUS,Russian Federation,LT Bintulu,Sarawak,20
RUS,Russian Federation,LT Labuan,Labuan,2
RUS,Russian Federation,LT Miri,Sarawak,80
RUS,Russian Federation,LT Sandakan,Sabah,24
RUS,Russian Federation,LT Sibu,Sarawak,16
RUS,Russian Federation,LT Tawau,Sabah,16
RUS,Russian Federation,LTA Bayan Lepas,Pulau_Pinang,7536
RUS,Russian Federation,LTA Ipoh,Perak,86
RUS,Russian Federation,LTA Kota Kinabalu,Sabah,1726
RUS,Russian Federation,LTA Kuala Lumpur Terminal 1,Selangor,142816
RUS,Russian Federation,LTA Kuala Lumpur Terminal 2,Selangor,187174
RUS,Russian Federation,LTA Kuantan,Pahang,28
RUS,Russian Federation,LTA Kuching,Sarawak,340
RUS,Russian Federation,LTA Langkawi,Kedah,3530
RUS,Russian Federation,LTA Subang Terminal 3,Selangor,892
RUS,Russian Federation,LTA Sultan Ismail,Kelantan,16
RUS,Russian Federation,LTA Sultan Ismail Senai,Johor,842
RUS,Russian Federation,Lumut,Perak,2
RUS,Russian Federation,Padang Besar,Perlis,4188
RUS,Russian Federation,Pandaruan,Sarawak,76
RUS,Russian Federation,Pasir Gudang,Johor,116
RUS,Russian Federation,Pejabat Imigresen Desaru Coast,Johor,126
RUS,Russian Federation,Pejabat Imigresen Port Swettenham,Selangor,36
RUS,Russian Federation,Pelabuhan Klang Barat - KMT,Selangor,322
RUS,Russian Federation,Pelabuhan Klang Barat - SCT,Selangor,90
RUS,Russian Federation,Pelabuhan Klang Utara,Selangor,10
RUS,Russian Federation,Pelabuhan Kuantan,Pahang,34
RUS,Russian Federation,Pelabuhan Melaka,Melaka,38
RUS,Russian Federation,Pelabuhan Tanjung Pelepas,Johor,992
RUS,Russian Federation,Pengkalan Hulu (Bukit Berapit),Perak,70
RUS,Russian Federation,Pengkalan Kubur,Kelantan,176
RUS,Russian Federation,Pos Imigresen Bukit Bunga,Kelantan,6
RUS,Russian Federation,Pos Imigresen Mengkalap,Sarawak,234
RUS,Russian Federation,Rantau Panjang,Kelantan,2022
RUS,Russian Federation,Roro Labuan,Labuan,14
RUS,Russian Federation,Stulang Laut,Johor,150
RUS,Russian Federation,Sungai Tujuh,Sarawak,1098
RUS,Russian Federation,Tanjung Belungkor,Johor,6
RUS,Russian Federation,Tanjung Pengelih,Johor,42
RUS,Russian Federation,Tebedu,Sarawak,40
RUS,Russian Federation,Tedungan,Sarawak,276
RUS,Russian Federation,Telaga Harbour Park,Kedah,2680
RUS,Russian Federation,Terminal Feri Puteri Harbour,Johor,34
RUS,Russian Federation,Wang Kelian,Perlis,7810
RUS,Russian Federation,Woodlands Train Checkpoint,Singapore,306
RWA,Rwanda,Bangunan Sultan Iskandar,Johor,4
RWA,Rwanda,Gelang Patah,Johor,13
RWA,Rwanda,LTA Bayan Lepas,Pulau_Pinang,5
RWA,Rwanda,LTA Kuala Lumpur Terminal 1,Selangor,182
RWA,Rwanda,LTA Kuala Lumpur Terminal 2,Selangor,26
RWA,Rwanda,LTA Langkawi,Kedah,1
RWA,Rwanda,LTA Sultan Ismail Senai,Johor,1
RWA,Rwanda,Pejabat Imigresen Desaru Coast,Johor,1
SAU,Saudi Arabia,Bangunan Sultan Iskandar,Johor,1987
SAU,Saudi Arabia,Biawak,Sarawak,4
SAU,Saudi Arabia,Bukit Kayu Hitam,Kedah,267
SAU,Saudi Arabia,Dermaga Labuan,Labuan,3
SAU,Saudi Arabia,Gelang Patah,Johor,1663
SAU,Saudi Arabia,ICQ Durian Burung,Kedah,15
SAU,Saudi Arabia,Jeti Kuah Langkawi,Kedah,18
SAU,Saudi Arabia,Jeti Pasir Gudang,Johor,2
SAU,Saudi Arabia,LT Batu Berendam,Melaka,2
SAU,Saudi Arabia,LT Miri,Sarawak,1
SAU,Saudi Arabia,LTA Bayan Lepas,Pulau_Pinang,799
SAU,Saudi Arabia,LTA Ipoh,Perak,19
SAU,Saudi Arabia,LTA Kota Kinabalu,Sabah,57
SAU,Saudi Arabia,LTA Kuala Lumpur Terminal 1,Selangor,100392
SAU,Saudi Arabia,LTA Kuala Lumpur Terminal 2,Selangor,11314
SAU,Saudi Arabia,LTA Kuching,Sarawak,13
SAU,Saudi Arabia,LTA Langkawi,Kedah,481
SAU,Saudi Arabia,LTA Subang Terminal 3,Selangor,78
SAU,Saudi Arabia,LTA Sultan Ismail,Kelantan,2
SAU,Saudi Arabia,LTA Sultan Ismail Senai,Johor,81
SAU,Saudi Arabia,Padang Besar,Perlis,105
SAU,Saudi Arabia,Pandaruan,Sarawak,47
SAU,Saudi Arabia,Pejabat Imigresen Desaru Coast,Johor,7
SAU,Saudi Arabia,Pelabuhan Klang Barat - KMT,Selangor,4
SAU,Saudi Arabia,Pelabuhan Klang Barat - SCT,Selangor,7
SAU,Saudi Arabia,Pengkalan Hulu (Bukit Berapit),Perak,21
SAU,Saudi Arabia,Pengkalan Kubur,Kelantan,25
SAU,Saudi Arabia,Pos Imigresen Bukit Bunga,Kelantan,2
SAU,Saudi Arabia,Pos Imigresen Mengkalap,Sarawak,17
SAU,Saudi Arabia,Pos Kawalan Imigresen Muar,Johor,1
SAU,Saudi Arabia,Rantau Panjang,Kelantan,106
SAU,Saudi Arabia,Stulang Laut,Johor,18
SAU,Saudi Arabia,Sungai Tujuh,Sarawak,119
SAU,Saudi Arabia,Tanjung Pengelih,Johor,16
SAU,Saudi Arabia,Tebedu,Sarawak,2
SAU,Saudi Arabia,Tedungan,Sarawak,20
SAU,Saudi Arabia,Telaga Harbour Park,Kedah,10
SAU,Saudi Arabia,Terminal Feri Puteri Harbour,Johor,10
SAU,Saudi Arabia,Wang Kelian,Perlis,17
SAU,Saudi Arabia,Woodlands Train Checkpoint,Singapore,134
SDN,Sudan,Bangunan Sultan Iskandar,Johor,83
SDN,Sudan,Bukit Kayu Hitam,Kedah,5
SDN,Sudan,Dermaga Labuan,Labuan,2
SDN,Sudan,Gelang Patah,Johor,87
SDN,Sudan,Jeti Kuah Langkawi,Kedah,1
SDN,Sudan,LT Bintulu,Sarawak,1
SDN,Sudan,LTA Bayan Lepas,Pulau_Pinang,14
SDN,Sudan,LTA Kota Kinabalu,Sabah,4
SDN,Sudan,LTA Kuala Lumpur Terminal 1,Selangor,20674
SDN,Sudan,LTA Kuala Lumpur Terminal 2,Selangor,1544
SDN,Sudan,LTA Kuching,Sarawak,3
SDN,Sudan,LTA Langkawi,Kedah,10
SDN,Sudan,LTA Subang Terminal 3,Selangor,3
SDN,Sudan,LTA Sultan Ismail Senai,Johor,8
SDN,Sudan,Padang Besar,Perlis,4
SDN,Sudan,Pandaruan,Sarawak,3
SDN,Sudan,Pos Imigresen Mengkalap,Sarawak,6
SDN,Sudan,Rantau Panjang,Kelantan,1
SDN,Sudan,Roro Labuan,Labuan,4
SDN,Sudan,Sungai Tujuh,Sarawak,49
SDN,Sudan,Tedungan,Sarawak,9
SDN,Sudan,Wang Kelian,Perlis,1
SDN,Sudan,Woodlands Train Checkpoint,Singapore,1
SEN,Senegal,Bangunan Sultan Iskandar,Johor,42
SEN,Senegal,Bukit Kayu Hitam,Kedah,3
SEN,Senegal,Gelang Patah,Johor,68
SEN,Senegal,LTA Bayan Lepas,Pulau_Pinang,8
SEN,Senegal,LTA Ipoh,Perak,1
SEN,Senegal,LTA Kota Kinabalu,Sabah,2
SEN,Senegal,LTA Kuala Lumpur Terminal 1,Selangor,931
SEN,Senegal,LTA Kuala Lumpur Terminal 2,Selangor,229
SEN,Senegal,LTA Kuching,Sarawak,2
SEN,Senegal,LTA Langkawi,Kedah,7
SEN,Senegal,LTA Subang Terminal 3,Selangor,1
SEN,Senegal,Padang Besar,Perlis,1
SEN,Senegal,Pelabuhan Klang Barat - SCT,Selangor,1
SEN,Senegal,Rantau Panjang,Kelantan,1
SEN,Senegal,Tedungan,Sarawak,1
SGP,Singapore,Bangunan Sultan Iskandar,Johor,15629931
SGP,Singapore,Biawak,Sarawak,197
SGP,Singapore,Bukit Kayu Hitam,Kedah,28084
SGP,Singapore,Dermaga Bintulu,Sarawak,5
SGP,Singapore,Dermaga Kota Kinabalu,Sabah,4
SGP,Singapore,Dermaga Labuan,Labuan,191
SGP,Singapore,Dermaga Sandakan,Sabah,5
SGP,Singapore,Dermaga Tawau,Sabah,23
SGP,Singapore,Gelang Patah,Johor,6455543
SGP,Singapore,ICQ Durian Burung,Kedah,95
SGP,Singapore,Jeti Kuah Langkawi,Kedah,512
SGP,Singapore,Jeti Kuala Perlis,Perlis,2
SGP,Singapore,Jeti Kukup,Johor,1365
SGP,Singapore,Jeti Pasir Gudang,Johor,298
SGP,Singapore,Jeti Port Dickson,Negeri_Sembilan,93
SGP,Singapore,Jeti Tioman,Pahang,869
SGP,Singapore,LT Batu Berendam,Melaka,139
SGP,Singapore,LT Bintulu,Sarawak,81
SGP,Singapore,LT Labuan,Labuan,10
SGP,Singapore,LT Miri,Sarawak,12073
SGP,Singapore,LT Sandakan,Sabah,53
SGP,Singapore,LT Sibu,Sarawak,3901
SGP,Singapore,LT Tawau,Sabah,249
SGP,Singapore,LTA Bayan Lepas,Pulau_Pinang,331275
SGP,Singapore,LTA Ipoh,Perak,101423
SGP,Singapore,LTA Kota Kinabalu,Sabah,50013
SGP,Singapore,LTA Kuala Lumpur Terminal 1,Selangor,284620
SGP,Singapore,LTA Kuala Lumpur Terminal 2,Selangor,435183
SGP,Singapore,LTA Kuala Terengganu,Terengganu,2
SGP,Singapore,LTA Kuantan,Pahang,6408
SGP,Singapore,LTA Kuching,Sarawak,51833
SGP,Singapore,LTA Langkawi,Kedah,53454
SGP,Singapore,LTA Subang Terminal 3,Selangor,43966
SGP,Singapore,LTA Sultan Ismail,Kelantan,588
SGP,Singapore,LTA Sultan Ismail Senai,Johor,4846
SGP,Singapore,Linggi,Melaka,1
SGP,Singapore,Lubok Antu,Sarawak,10
SGP,Singapore,Lumut,Perak,13
SGP,Singapore,Merapok,Sabah,1
SGP,Singapore,Padang Besar,Perlis,3905
SGP,Singapore,Pandaruan,Sarawak,511
SGP,Singapore,Pasir Gudang,Johor,39
SGP,Singapore,Pejabat Imigresen Desaru Coast,Johor,12454
SGP,Singapore,Pejabat Imigresen Port Swettenham,Selangor,173
SGP,Singapore,Pelabuhan Kemaman,Terengganu,13
SGP,Singapore,Pelabuhan Klang Barat - KMT,Selangor,36768
SGP,Singapore,Pelabuhan Klang Barat - SCT,Selangor,67534
SGP,Singapore,Pelabuhan Klang Selatan - Jeti,Selangor,2
SGP,Singapore,Pelabuhan Klang Utara,Selangor,7506
SGP,Singapore,Pelabuhan Kuantan,Pahang,5
SGP,Singapore,Pelabuhan Kuching,Sarawak,1
SGP,Singapore,Pelabuhan Melaka,Melaka,229
SGP,Singapore,Pelabuhan Tanjung Pelepas,Johor,38
SGP,Singapore,Pengkalan Hulu (Bukit Berapit),Perak,10147
SGP,Singapore,Pengkalan Kubur,Kelantan,180
SGP,Singapore,Pos Imigresen Bukit Bunga,Kelantan,56
SGP,Singapore,Pos Imigresen Mengkalap,Sarawak,1404
SGP,Singapore,Pos Kawalan Imigresen Muar,Johor,44
SGP,Singapore,Rantau Panjang,Kelantan,1064
SGP,Singapore,Roro Labuan,Labuan,57
SGP,Singapore,Sebana Resort Desaru,Johor,2
SGP,Singapore,Stulang Laut,Johor,3509
SGP,Singapore,Sungai Tujuh,Sarawak,8012
SGP,Singapore,Tanjung Belungkor,Johor,1486
SGP,Singapore,Tanjung Pengelih,Johor,8060
SGP,Singapore,Tebedu,Sarawak,373
SGP,Singapore,Tedungan,Sarawak,1064
SGP,Singapore,Telaga Harbour Park,Kedah,730
SGP,Singapore,Terminal Feri Minyak Beku,Johor,6
SGP,Singapore,Terminal Feri Puteri Harbour,Johor,1625
SGP,Singapore,Wang Kelian,Perlis,728
SGP,Singapore,Woodlands Train Checkpoint,Singapore,849696
SGS,South Georgia and the South Sandwich Islands,Bangunan Sultan Iskandar,Johor,1
SGS,South Georgia and the South Sandwich Islands,LTA Kota Kinabalu,Sabah,1
SGS,South Georgia and the South Sandwich Islands,LTA Kuala Lumpur Terminal 2,Selangor,5
SHN,Saint Helena,LT Sibu,Sarawak,1
SLB,Solomon Islands,Bangunan Sultan Iskandar,Johor,22
SLB,Solomon Islands,Biawak,Sarawak,8
SLB,Solomon Islands,Gelang Patah,Johor,70
SLB,Solomon Islands,LT Miri,Sarawak,8
SLB,Solomon Islands,LTA Bayan Lepas,Pulau_Pinang,4
SLB,Solomon Islands,LTA Kota Kinabalu,Sabah,5
SLB,Solomon Islands,LTA Kuala Lumpur Terminal 1,Selangor,105
SLB,Solomon Islands,LTA Kuala Lumpur Terminal 2,Selangor,30
SLB,Solomon Islands,LTA Kuching,Sarawak,42
SLB,Solomon Islands,LTA Subang Terminal 3,Selangor,5
SLB,Solomon Islands,Lubok Antu,Sarawak,8
SLB,Solomon Islands,Padang Besar,Perlis,1
SLB,Solomon Islands,Roro Labuan,Labuan,1
SLB,Solomon Islands,Sungai Tujuh,Sarawak,5
SLB,Solomon Islands,Tebedu,Sarawak,1
SLB,Solomon Islands,Woodlands Train Checkpoint,Singapore,1
SLE,Sierra Leone,Bangunan Sultan Iskandar,Johor,11
SLE,Sierra Leone,Gelang Patah,Johor,22
SLE,Sierra Leone,LTA Bayan Lepas,Pulau_Pinang,9
SLE,Sierra Leone,LTA Ipoh,Perak,1
SLE,Sierra Leone,LTA Kota Kinabalu,Sabah,1
SLE,Sierra Leone,LTA Kuala Lumpur Terminal 1,Selangor,379
SLE,Sierra Leone,LTA Kuala Lumpur Terminal 2,Selangor,116
SLE,Sierra Leone,LTA Langkawi,Kedah,1
SLE,Sierra Leone,Woodlands Train Checkpoint,Singapore,2
SLV,El Salvador,Bangunan Sultan Iskandar,Johor,23
SLV,El Salvador,Bukit Kayu Hitam,Kedah,1
SLV,El Salvador,Dermaga Labuan,Labuan,1
SLV,El Salvador,Gelang Patah,Johor,14
SLV,El Salvador,LTA Bayan Lepas,Pulau_Pinang,22
SLV,El Salvador,LTA Ipoh,Perak,2
SLV,El Salvador,LTA Kota Kinabalu,Sabah,8
SLV,El Salvador,LTA Kuala Lumpur Terminal 1,Selangor,162
SLV,El Salvador,LTA Kuala Lumpur Terminal 2,Selangor,122
SLV,El Salvador,LTA Langkawi,Kedah,11
SLV,El Salvador,LTA Subang Terminal 3,Selangor,2
SLV,El Salvador,LTA Sultan Ismail Senai,Johor,1
SLV,El Salvador,Padang Besar,Perlis,2
SLV,El Salvador,Pejabat Imigresen Desaru Coast,Johor,1
SLV,El Salvador,Telaga Harbour Park,Kedah,1
SMR,San Marino,Bangunan Sultan Iskandar,Johor,2
SMR,San Marino,Gelang Patah,Johor,2
SMR,San Marino,LTA Kuala Lumpur Terminal 1,Selangor,33
SMR,San Marino,LTA Kuala Lumpur Terminal 2,Selangor,13
SOM,Somalia,Bangunan Sultan Iskandar,Johor,8
SOM,Somalia,Bukit Kayu Hitam,Kedah,3
SOM,Somalia,Gelang Patah,Johor,4
SOM,Somalia,LTA Kota Kinabalu,Sabah,2
SOM,Somalia,LTA Kuala Lumpur Terminal 1,Selangor,5305
SOM,Somalia,LTA Kuala Lumpur Terminal 2,Selangor,345
SOM,Somalia,LTA Kuching,Sarawak,1
SOM,Somalia,LTA Langkawi,Kedah,2
SOM,Somalia,Padang Besar,Perlis,1
SOM,Somalia,Rantau Panjang,Kelantan,1
SOM,Somalia,Wang Kelian,Perlis,1
SRB,Serbia,Bangunan Sultan Iskandar,Johor,71
SRB,Serbia,Bukit Kayu Hitam,Kedah,24
SRB,Serbia,Gelang Patah,Johor,102
SRB,Serbia,Jeti Tioman,Pahang,1
SRB,Serbia,LT Sandakan,Sabah,1
SRB,Serbia,LTA Bayan Lepas,Pulau_Pinang,62
SRB,Serbia,LTA Ipoh,Perak,2
SRB,Serbia,LTA Kota Kinabalu,Sabah,12
SRB,Serbia,LTA Kuala Lumpur Terminal 1,Selangor,1031
SRB,Serbia,LTA Kuala Lumpur Terminal 2,Selangor,439
SRB,Serbia,LTA Kuching,Sarawak,5
SRB,Serbia,LTA Langkawi,Kedah,27
SRB,Serbia,LTA Subang Terminal 3,Selangor,6
SRB,Serbia,LTA Sultan Ismail Senai,Johor,3
SRB,Serbia,Padang Besar,Perlis,3
SRB,Serbia,Pejabat Imigresen Port Swettenham,Selangor,1
SRB,Serbia,Pelabuhan Klang Barat - KMT,Selangor,2
SRB,Serbia,Pelabuhan Klang Barat - SCT,Selangor,1
SRB,Serbia,Pelabuhan Klang Utara,Selangor,2
SRB,Serbia,Pelabuhan Tanjung Pelepas,Johor,3
SRB,Serbia,Pengkalan Kubur,Kelantan,1
SRB,Serbia,Rantau Panjang,Kelantan,1
SRB,Serbia,Stulang Laut,Johor,1
SRB,Serbia,Sungai Tujuh,Sarawak,2
SRB,Serbia,Tanjung Lembung,Kedah,1
SRB,Serbia,Tebedu,Sarawak,1
SRB,Serbia,Telaga Harbour Park,Kedah,1
SRB,Serbia,Woodlands Train Checkpoint,Singapore,1
SSD,South Sudan,Bangunan Sultan Iskandar,Johor,3
SSD,South Sudan,Gelang Patah,Johor,2
SSD,South Sudan,Jeti Pasir Gudang,Johor,10
SSD,South Sudan,LTA Kuala Lumpur Terminal 1,Selangor,644
SSD,South Sudan,LTA Kuala Lumpur Terminal 2,Selangor,36
SSD,South Sudan,LTA Langkawi,Kedah,1
SSD,South Sudan,LTA Subang Terminal 3,Selangor,3
SSD,South Sudan,Roro Labuan,Labuan,1
SSD,South Sudan,Sungai Tujuh,Sarawak,10
STP,Sao Tome and Principe,LTA Kuala Lumpur Terminal 1,Selangor,32
STP,Sao Tome and Principe,LTA Kuala Lumpur Terminal 2,Selangor,8
SUR,Suriname,Bangunan Sultan Iskandar,Johor,30
SUR,Suriname,Gelang Patah,Johor,59
SUR,Suriname,LTA Bayan Lepas,Pulau_Pinang,10
SUR,Suriname,LTA Ipoh,Perak,2
SUR,Suriname,LTA Kota Kinabalu,Sabah,2
SUR,Suriname,LTA Kuala Lumpur Terminal 1,Selangor,222
SUR,Suriname,LTA Kuala Lumpur Terminal 2,Selangor,121
SUR,Suriname,LTA Kuching,Sarawak,1
SUR,Suriname,LTA Langkawi,Kedah,2
SUR,Suriname,LTA Subang Terminal 3,Selangor,4
SUR,Suriname,Padang Besar,Perlis,6
SUR,Suriname,Pejabat Imigresen Desaru Coast,Johor,3
SUR,Suriname,Pos Imigresen Bukit Bunga,Kelantan,1
SVK,Slovakia (Slovak Republic),Bangunan Sultan Iskandar,Johor,336
SVK,Slovakia (Slovak Republic),Bukit Kayu Hitam,Kedah,950
SVK,Slovakia (Slovak Republic),Dermaga Labuan,Labuan,39
SVK,Slovakia (Slovak Republic),Dermaga Tawau,Sabah,2
SVK,Slovakia (Slovak Republic),Gelang Patah,Johor,376
SVK,Slovakia (Slovak Republic),Jeti Kuah Langkawi,Kedah,94
SVK,Slovakia (Slovak Republic),Jeti Port Dickson,Negeri_Sembilan,1
SVK,Slovakia (Slovak Republic),LT Bintulu,Sarawak,2
SVK,Slovakia (Slovak Republic),LT Miri,Sarawak,11
SVK,Slovakia (Slovak Republic),LT Sandakan,Sabah,3
SVK,Slovakia (Slovak Republic),LT Sibu,Sarawak,1
SVK,Slovakia (Slovak Republic),LTA Bayan Lepas,Pulau_Pinang,300
SVK,Slovakia (Slovak Republic),LTA Ipoh,Perak,5
SVK,Slovakia (Slovak Republic),LTA Kota Kinabalu,Sabah,123
SVK,Slovakia (Slovak Republic),LTA Kuala Lumpur Terminal 1,Selangor,3832
SVK,Slovakia (Slovak Republic),LTA Kuala Lumpur Terminal 2,Selangor,2647
SVK,Slovakia (Slovak Republic),LTA Kuantan,Pahang,1
SVK,Slovakia (Slovak Republic),LTA Kuching,Sarawak,25
SVK,Slovakia (Slovak Republic),LTA Langkawi,Kedah,310
SVK,Slovakia (Slovak Republic),LTA Subang Terminal 3,Selangor,53
SVK,Slovakia (Slovak Republic),LTA Sultan Ismail,Kelantan,1
SVK,Slovakia (Slovak Republic),LTA Sultan Ismail Senai,Johor,8
SVK,Slovakia (Slovak Republic),Lumut,Perak,1
SVK,Slovakia (Slovak Republic),Padang Besar,Perlis,33
SVK,Slovakia (Slovak Republic),Pejabat Imigresen Desaru Coast,Johor,2
SVK,Slovakia (Slovak Republic),Pejabat Imigresen Port Swettenham,Selangor,15
SVK,Slovakia (Slovak Republic),Pelabuhan Klang Barat - KMT,Selangor,7
SVK,Slovakia (Slovak Republic),Pelabuhan Klang Barat - SCT,Selangor,2
SVK,Slovakia (Slovak Republic),Pelabuhan Tanjung Pelepas,Johor,5
SVK,Slovakia (Slovak Republic),Pengkalan Hulu (Bukit Berapit),Perak,1
SVK,Slovakia (Slovak Republic),Pengkalan Kubur,Kelantan,4
SVK,Slovakia (Slovak Republic),Pos Imigresen Mengkalap,Sarawak,5
SVK,Slovakia (Slovak Republic),Rantau Panjang,Kelantan,14
SVK,Slovakia (Slovak Republic),Stulang Laut,Johor,3
SVK,Slovakia (Slovak Republic),Sungai Tujuh,Sarawak,18
SVK,Slovakia (Slovak Republic),Tedungan,Sarawak,4
SVK,Slovakia (Slovak Republic),Telaga Harbour Park,Kedah,231
SVK,Slovakia (Slovak Republic),Wang Kelian,Perlis,14
SVK,Slovakia (Slovak Republic),Woodlands Train Checkpoint,Singapore,5
SVN,Slovenia,Bangunan Sultan Iskandar,Johor,179
SVN,Slovenia,Bukit Kayu Hitam,Kedah,45
SVN,Slovenia,Dermaga Labuan,Labuan,8
SVN,Slovenia,Dermaga Tawau,Sabah,6
SVN,Slovenia,Gelang Patah,Johor,169
SVN,Slovenia,Jeti Kuah Langkawi,Kedah,69
SVN,Slovenia,LT Miri,Sarawak,2
SVN,Slovenia,LT Sandakan,Sabah,3
SVN,Slovenia,LTA Bayan Lepas,Pulau_Pinang,78
SVN,Slovenia,LTA Ipoh,Perak,2
SVN,Slovenia,LTA Kota Kinabalu,Sabah,40
SVN,Slovenia,LTA Kuala Lumpur Terminal 1,Selangor,1660
SVN,Slovenia,LTA Kuala Lumpur Terminal 2,Selangor,757
SVN,Slovenia,LTA Kuching,Sarawak,26
SVN,Slovenia,LTA Langkawi,Kedah,61
SVN,Slovenia,LTA Subang Terminal 3,Selangor,16
SVN,Slovenia,Padang Besar,Perlis,19
SVN,Slovenia,Pandaruan,Sarawak,2
SVN,Slovenia,Pejabat Imigresen Desaru Coast,Johor,2
SVN,Slovenia,Pelabuhan Klang Barat - KMT,Selangor,3
SVN,Slovenia,Pelabuhan Klang Barat - SCT,Selangor,7
SVN,Slovenia,Pelabuhan Tanjung Pelepas,Johor,2
SVN,Slovenia,Pengkalan Kubur,Kelantan,1
SVN,Slovenia,Pos Imigresen Mengkalap,Sarawak,1
SVN,Slovenia,Stulang Laut,Johor,1
SVN,Slovenia,Sungai Tujuh,Sarawak,9
SVN,Slovenia,Tanjung Pengelih,Johor,2
SVN,Slovenia,Telaga Harbour Park,Kedah,124
SVN,Slovenia,Wang Kelian,Perlis,3
SVN,Slovenia,Woodlands Train Checkpoint,Singapore,3
SWE,Sweden,Bangunan Sultan Iskandar,Johor,2374
SWE,Sweden,Biawak,Sarawak,3
SWE,Sweden,Bukit Kayu Hitam,Kedah,451
SWE,Sweden,Dermaga Kota Kinabalu,Sabah,5
SWE,Sweden,Dermaga Labuan,Labuan,23
SWE,Sweden,Dermaga Sandakan,Sabah,1
SWE,Sweden,Dermaga Tawau,Sabah,1
SWE,Sweden,Gelang Patah,Johor,3021
SWE,Sweden,ICQS Kudat,Sabah,3
SWE,Sweden,Jeti Kuah Langkawi,Kedah,1215
SWE,Sweden,Jeti Port Dickson,Negeri_Sembilan,2
SWE,Sweden,Jeti Tioman,Pahang,3
SWE,Sweden,LT Miri,Sarawak,33
SWE,Sweden,LT Sandakan,Sabah,7
SWE,Sweden,LT Tawau,Sabah,5
SWE,Sweden,LTA Bayan Lepas,Pulau_Pinang,1550
SWE,Sweden,LTA Ipoh,Perak,90
SWE,Sweden,LTA Kota Kinabalu,Sabah,470
SWE,Sweden,LTA Kuala Lumpur Terminal 1,Selangor,15648
SWE,Sweden,LTA Kuala Lumpur Terminal 2,Selangor,8628
SWE,Sweden,LTA Kuantan,Pahang,8
SWE,Sweden,LTA Kuching,Sarawak,265
