country,poe,state,Total_Arrivals
IRN,Pelabuhan Tanjung Pelepas,Johor,21
XXX,LTA Langkawi,Kedah,21
PAK,LT Sandakan,Sabah,21
DZA,Padang Besar,Perlis,21
CAN,Tebedu,Sarawak,21
ZAF,LT Bintulu,Sarawak,21
ARG,Rantau Panjang,Kelantan,21
DEU,LT Tawau,Sabah,21
BGR,Pelabuhan Klang Barat - KMT,Selangor,21
AUT,Pejabat Imigresen Desaru Coast,Johor,21
CZE,LTA Sultan Ismail,Kelantan,21
BGR,Pelabuhan Klang Barat - SCT,Selangor,21
GAB,LTA Kuala Lumpur Terminal 2,Selangor,21
BGR,LTA Kuching,Sarawak,21
HUN,LTA Subang Terminal 3,Selangor,21
MAR,LTA Sultan Ismail Senai,Johor,21
TCD,Gelang Patah,Johor,21
TWN,LT Bintulu,Sarawak,21
BIH,LTA Langkawi,Kedah,21
POL,Stulang Laut,Johor,21
JPN,Pelabuhan Klang Utara,Selangor,21
SYR,Pos Imigresen Mengkalap,Sarawak,20
HTI,Gelang Patah,Johor,20
MAC,Pelabuhan Klang Barat - KMT,Selangor,20
MAC,LTA Ipoh,Perak,20
CHN,LT Labuan,Labuan,20
CHN,LT Batu Berendam,Melaka,20
HUN,Sungai Tujuh,Sarawak,20
PNG,LT Miri,Sarawak,20
KOR,LT Sibu,Sarawak,20
GTM,LTA Bayan Lepas,Pulau_Pinang,20
EST,Padang Besar,Perlis,20
PRY,Bangunan Sultan Iskandar,Johor,20
OMN,Pelabuhan Klang Barat - SCT,Selangor,20
OMN,Bukit Kayu Hitam,Kedah,20
BRN,Jeti Pasir Gudang,Johor,20
PSE,LTA Langkawi,Kedah,20
UZB,Padang Besar,Perlis,20
TKM,Bangunan Sultan Iskandar,Johor,20
ISL,Bukit Kayu Hitam,Kedah,20
ESP,Tebedu,Sarawak,20
ITA,Tebedu,Sarawak,20
KEN,LTA Kuching,Sarawak,20
SAU,Tedungan,Sarawak,20
BLZ,Bangunan Sultan Iskandar,Johor,20
KEN,LTA Langkawi,Kedah,20
LAO,Woodlands Train Checkpoint,Singapore,20
LKA,Padang Besar,Perlis,20
CAN,Tanjung Belungkor,Johor,20
UKR,Pelabuhan Klang Barat - SCT,Selangor,20
LKA,Stulang Laut,Johor,20
TUR,Pejabat Imigresen Desaru Coast,Johor,20
FRA,Pejabat Imigresen Port Swettenham,Selangor,20
JOR,LTA Sultan Ismail Senai,Johor,20
BHR,LTA Langkawi,Kedah,20
UGA,Bukit Kayu Hitam,Kedah,20
PER,LTA Kota Kinabalu,Sabah,20
ITA,LT Sandakan,Sabah,20
RUS,Tebedu,Sarawak,20
LBR,LTA Kuala Lumpur Terminal 2,Selangor,19
NOR,Pos Imigresen Mengkalap,Sarawak,19
EST,Wang Kelian,Perlis,19
RUS,Pelabuhan Melaka,Melaka,19
FIN,Dermaga Labuan,Labuan,19
BOL,Sungai Tujuh,Sarawak,19
IRL,Pandaruan,Sarawak,19
PER,Jeti Kuah Langkawi,Kedah,19
DNK,Pos Imigresen Mengkalap,Sarawak,19
NZL,Jeti Tioman,Pahang,19
XXX,LTA Sultan Ismail Senai,Johor,19
JPN,Pengkalan Kubur,Kelantan,19
THA,Pejabat Imigresen Port Swettenham,Selangor,19
MEX,Telaga Harbour Park,Kedah,19
BHS,Gelang Patah,Johor,19
BHR,Woodlands Train Checkpoint,Singapore,19
THA,LTA Kuantan,Pahang,19
YEM,LTA Subang Terminal 3,Selangor,19
HUN,LTA Sultan Ismail Senai,Johor,19
USA,LT Batu Berendam,Melaka,19
MAR,Stulang Laut,Johor,19
MMR,Terminal Feri Puteri Harbour,Johor,19
MDA,LTA Bayan Lepas,Pulau_Pinang,19
ITA,LTA Kuantan,Pahang,19
PRT,Pos Imigresen Mengkalap,Sarawak,19
DNK,Dermaga Labuan,Labuan,19
LVA,Dermaga Labuan,Labuan,19
IND,Biawak,Sarawak,19
HRV,Pelabuhan Klang Barat - SCT,Selangor,19
DEU,LTA Sultan Ismail,Kelantan,19
BEL,LT Miri,Sarawak,19
SWE,Pelabuhan Klang Barat - KMT,Selangor,19
SVN,Padang Besar,Perlis,19
NLD,Pelabuhan Klang Utara,Selangor,19
SAU,LTA Ipoh,Perak,19
NLD,Pasir Gudang,Johor,19
EGY,LT Miri,Sarawak,19
GMB,Bangunan Sultan Iskandar,Johor,19
PNG,LTA Kota Kinabalu,Sabah,19
LSO,LTA Kuala Lumpur Terminal 2,Selangor,19
MRT,Gelang Patah,Johor,19
MMR,Dermaga Labuan,Labuan,18
AUS,Pengkalan Kubur,Kelantan,18
POL,Pelabuhan Klang Utara,Selangor,18
USA,Roro Labuan,Labuan,18
TWN,Dermaga Tawau,Sabah,18
VUT,LTA Kota Kinabalu,Sabah,18
ETH,Pelabuhan Tanjung Pelepas,Johor,18
BGD,Pandaruan,Sarawak,18
BRB,Gelang Patah,Johor,18
PAK,LT Miri,Sarawak,18
LVA,LTA Kuching,Sarawak,18
MLI,LTA Kuala Lumpur Terminal 2,Selangor,18
GHA,LTA Bayan Lepas,Pulau_Pinang,18
MAR,Rantau Panjang,Kelantan,18
MHL,LTA Kuala Lumpur Terminal 2,Selangor,18
NLD,Pengkalan Kubur,Kelantan,18
AUS,ICQ Durian Burung,Kedah,18
IDN,Pelabuhan Kemaman,Terengganu,18
FSM,LTA Kuala Lumpur Terminal 1,Selangor,18
USA,Pasir Gudang,Johor,18
CHE,Pengkalan Hulu (Bukit Berapit),Perak,18
MWI,Bangunan Sultan Iskandar,Johor,18
KAZ,LTA Subang Terminal 3,Selangor,18
VNM,Lubok Antu,Sarawak,18
TUR,LT Miri,Sarawak,18
TJK,Bangunan Sultan Iskandar,Johor,18
ZAF,Stulang Laut,Johor,18
DNK,LT Miri,Sarawak,18
RUS,Pejabat Imigresen Port Swettenham,Selangor,18
NPL,LTA Subang Terminal 3,Selangor,18
NPL,LTA Sultan Ismail Senai,Johor,18
TUN,LTA Kota Kinabalu,Sabah,18
UKR,Woodlands Train Checkpoint,Singapore,18
NZL,Tanjung Belungkor,Johor,18
BRA,Pelabuhan Klang Barat - KMT,Selangor,18
CHE,Dermaga Tawau,Sabah,18
FIN,Rantau Panjang,Kelantan,18
SVK,Sungai Tujuh,Sarawak,18
NGA,LTA Langkawi,Kedah,18
SAU,Jeti Kuah Langkawi,Kedah,18
SAU,Stulang Laut,Johor,18
ETH,Bangunan Sultan Iskandar,Johor,18
YEM,Stulang Laut,Johor,18
AUS,Jeti Port Dickson,Negeri_Sembilan,17
GEO,LTA Langkawi,Kedah,17
HRV,Telaga Harbour Park,Kedah,17
MKD,Sungai Tujuh,Sarawak,17
COG,LTA Kuala Lumpur Terminal 2,Selangor,17
THA,LTA Kuala Terengganu,Terengganu,17
GRC,Wang Kelian,Perlis,17
GBR,ICQ Durian Burung,Kedah,17
RUS,Terminal Feri Puteri Harbour,Johor,17
VCT,LTA Kuala Lumpur Terminal 2,Selangor,17
BEL,LTA Kuantan,Pahang,17
CHE,LT Sandakan,Sabah,17
SAU,Wang Kelian,Perlis,17
SAU,Pos Imigresen Mengkalap,Sarawak,17
CYP,LTA Subang Terminal 3,Selangor,17
WSM,LTA Kuala Lumpur Terminal 2,Selangor,17
CHE,Tebedu,Sarawak,17
CZE,LTA Sultan Ismail Senai,Johor,17
MUS,LTA Ipoh,Perak,17
PHL,Pejabat Imigresen Port Swettenham,Selangor,17
FJI,Sungai Tujuh,Sarawak,17
CZE,LT Miri,Sarawak,17
FRA,Jeti Pasir Gudang,Johor,17
FJI,Woodlands Train Checkpoint,Singapore,17
KOR,LT Tawau,Sabah,17
NZL,LT Sandakan,Sabah,17
THA,Dermaga Kota Kinabalu,Sabah,17
DNK,Terminal Feri Puteri Harbour,Johor,17
NOR,Dermaga Labuan,Labuan,17
FIN,Pelabuhan Klang Barat - KMT,Selangor,17
RUS,Pelabuhan Kuantan,Pahang,17
EST,Sungai Tujuh,Sarawak,17
BRN,Dermaga Kastam Limbang,Sarawak,17
BGD,Pelabuhan Melaka,Melaka,17
HRV,Jeti Kuah Langkawi,Kedah,17
PAK,Jeti Kuah Langkawi,Kedah,17
BGD,Rantau Panjang,Kelantan,17
KGZ,LTA Subang Terminal 3,Selangor,17
MDV,Bukit Kayu Hitam,Kedah,17
MEX,LTA Ipoh,Perak,17
AFG,Gelang Patah,Johor,16
ZMB,LTA Bayan Lepas,Pulau_Pinang,16
POL,Pandaruan,Sarawak,16
SYR,LTA Kuching,Sarawak,16
BGD,Terminal Feri Puteri Harbour,Johor,16
JOR,Padang Besar,Perlis,16
ARG,Woodlands Train Checkpoint,Singapore,16
ARG,Wang Kelian,Perlis,16
PSE,LTA Sultan Ismail Senai,Johor,16
JPN,Biawak,Sarawak,16
MLT,LTA Kota Kinabalu,Sabah,16
LVA,Woodlands Train Checkpoint,Singapore,16
USA,ICQ Durian Burung,Kedah,16
AUS,ICQS Kudat,Sabah,16
IDN,LT Labuan,Labuan,16
KNA,LTA Langkawi,Kedah,16
EGY,LTA Kuching,Sarawak,16
CHL,Wang Kelian,Perlis,16
UKR,Pos Imigresen Mengkalap,Sarawak,16
XXX,Pengkalan Hulu (Bukit Berapit),Perak,16
IRN,Pos Imigresen Mengkalap,Sarawak,16
KIR,Pelabuhan Tanjung Pelepas,Johor,16
FIN,Pos Imigresen Mengkalap,Sarawak,16
FJI,LTA Kota Kinabalu,Sabah,16
NLD,Jeti Port Dickson,Negeri_Sembilan,16
LCA,Sungai Tujuh,Sarawak,16
NLD,LT Tawau,Sabah,16
DEU,Lubok Antu,Sarawak,16
SAU,Tanjung Pengelih,Johor,16
DOM,LTA Bayan Lepas,Pulau_Pinang,16
ARE,Woodlands Train Checkpoint,Singapore,16
PAN,LTA Bayan Lepas,Pulau_Pinang,16
SVN,LTA Subang Terminal 3,Selangor,16
IND,Jeti Tioman,Pahang,16
FIN,Stulang Laut,Johor,16
JPN,Tanjung Lembung,Kedah,16
OMN,Stulang Laut,Johor,16
IRL,Rantau Panjang,Kelantan,16
NZL,LT Tawau,Sabah,16
DNK,Rantau Panjang,Kelantan,16
ZAF,Tanjung Belungkor,Johor,16
IRN,LTA Subang Terminal 3,Selangor,16
MDV,LTA Sultan Ismail Senai,Johor,16
PER,Padang Besar,Perlis,16
BRN,Wang Kelian,Perlis,16
BWA,Gelang Patah,Johor,16
KWT,Sungai Tujuh,Sarawak,16
DMA,LTA Bayan Lepas,Pulau_Pinang,16
ITA,Tanjung Pengelih,Johor,16
LBN,LTA Kota Kinabalu,Sabah,16
BOL,LTA Bayan Lepas,Pulau_Pinang,16
TZA,Pelabuhan Tanjung Pelepas,Johor,16
FIN,Pengkalan Hulu (Bukit Berapit),Perak,16
SYR,Pelabuhan Klang Barat - KMT,Selangor,15
LTU,Woodlands Train Checkpoint,Singapore,15
MOZ,Gelang Patah,Johor,15
SWE,Terminal Feri Puteri Harbour,Johor,15
PHL,Lumut,Perak,15
SVK,Pejabat Imigresen Port Swettenham,Selangor,15
DOM,Bangunan Sultan Iskandar,Johor,15
BLR,Jeti Kuah Langkawi,Kedah,15
CMR,Gelang Patah,Johor,15
CMR,LTA Bayan Lepas,Pulau_Pinang,15
COD,Bangunan Sultan Iskandar,Johor,15
SWE,Stulang Laut,Johor,15
MEX,Wang Kelian,Perlis,15
UKR,Pelabuhan Klang Utara,Selangor,15
MAR,LTA Kuching,Sarawak,15
MKD,LTA Bayan Lepas,Pulau_Pinang,15
BRA,Pelabuhan Melaka,Melaka,15
PHL,Jeti Kukup,Johor,15
ITA,Tanjung Belungkor,Johor,15
SWE,Pengkalan Kubur,Kelantan,15
LIE,Bangunan Sultan Iskandar,Johor,15
FJI,Pelabuhan Klang Barat - SCT,Selangor,15
LIE,Gelang Patah,Johor,15
BLR,LTA Subang Terminal 3,Selangor,15
MUS,Pejabat Imigresen Desaru Coast,Johor,15
BIH,Sungai Tujuh,Sarawak,15
BLR,Padang Besar,Perlis,15
AZE,LT Labuan,Labuan,15
BGR,Pejabat Imigresen Desaru Coast,Johor,15
TWN,Pos Kawalan Imigresen Muar,Johor,15
HRV,Bukit Kayu Hitam,Kedah,15
HRV,LTA Kuching,Sarawak,15
URY,LTA Bayan Lepas,Pulau_Pinang,15
VNM,Dermaga Tawau,Sabah,15
PAK,Tanjung Pengelih,Johor,15
BEL,Tanjung Pengelih,Johor,15
SAU,ICQ Durian Burung,Kedah,15
KOR,LT Labuan,Labuan,15
VNM,LT Sibu,Sarawak,15
THA,Biawak,Sarawak,15
ROU,Pos Imigresen Mengkalap,Sarawak,15
ETH,Gelang Patah,Johor,15
HKG,Biawak,Sarawak,15
BFA,LTA Kuala Lumpur Terminal 2,Selangor,15
BGD,LT Miri,Sarawak,15
SYR,Bukit Kayu Hitam,Kedah,15
THA,LT Sibu,Sarawak,15
THA,LT Sandakan,Sabah,15
GRC,LTA Sultan Ismail Senai,Johor,14
ECU,LTA Langkawi,Kedah,14
GRD,LTA Bayan Lepas,Pulau_Pinang,14
MAC,Pelabuhan Klang Barat - SCT,Selangor,14
HUN,Pelabuhan Klang Barat - KMT,Selangor,14
SLV,Gelang Patah,Johor,14
LUX,Pelabuhan Klang Barat - SCT,Selangor,14
PLW,LTA Kuala Lumpur Terminal 1,Selangor,14
EGY,Tedungan,Sarawak,14
THA,Pelabuhan Klang Selatan - Jeti,Selangor,14
VUT,LTA Sultan Ismail Senai,Johor,14
KEN,Woodlands Train Checkpoint,Singapore,14
BRN,Pelabuhan Melaka,Melaka,14
CHN,Dermaga Kota Kinabalu,Sabah,14
EGY,Padang Besar,Perlis,14
THA,Dermaga Sandakan,Sabah,14
RUS,Jeti Tioman,Pahang,14
LVA,Padang Besar,Perlis,14
BRA,Pos Imigresen Mengkalap,Sarawak,14
LUX,Bukit Kayu Hitam,Kedah,14
MOZ,LTA Langkawi,Kedah,14
NZL,Pelabuhan Melaka,Melaka,14
NZL,Tebedu,Sarawak,14
GBR,LT Batu Berendam,Melaka,14
ALB,Woodlands Train Checkpoint,Singapore,14
BEL,Dermaga Labuan,Labuan,14
USA,Pelabuhan Kuantan,Pahang,14
CRI,LTA Kota Kinabalu,Sabah,14
SYR,LTA Langkawi,Kedah,14
MDV,Stulang Laut,Johor,14
LBN,Sungai Tujuh,Sarawak,14
PRT,LTA Sultan Ismail Senai,Johor,14
SDN,LTA Bayan Lepas,Pulau_Pinang,14
TJK,LTA Bayan Lepas,Pulau_Pinang,14
ARE,Pelabuhan Klang Barat - SCT,Selangor,14
SVK,Wang Kelian,Perlis,14
SVK,Rantau Panjang,Kelantan,14
IRL,LTA Kuantan,Pahang,14
FIN,Pelabuhan Klang Barat - SCT,Selangor,14
TJK,Bukit Kayu Hitam,Kedah,14
AZE,Bukit Kayu Hitam,Kedah,14
TWN,Roro Labuan,Labuan,14
ESP,Pandaruan,Sarawak,14
BEL,Pengkalan Hulu (Bukit Berapit),Perak,14
XXX,LT Miri,Sarawak,14
LTU,LT Miri,Sarawak,14
RUS,LTA Kuantan,Pahang,14
DEU,Tanjung Lembung,Kedah,14
IRN,LTA Kuching,Sarawak,14
TKM,Gelang Patah,Johor,14
KNA,LTA Kota Kinabalu,Sabah,14
YEM,Rantau Panjang,Kelantan,14
IRL,Dermaga Labuan,Labuan,14
VNM,Biawak,Sarawak,14
DJI,LTA Kuala Lumpur Terminal 2,Selangor,14
LAO,LTA Kuching,Sarawak,14
CAN,Pelabuhan Kuching,Sarawak,14
NLD,Dermaga Tawau,Sabah,14
LKA,LT Miri,Sarawak,14
KAZ,Woodlands Train Checkpoint,Singapore,14
LVA,Pelabuhan Tanjung Pelepas,Johor,13
HKG,Bukit Kayu Hitam,Kedah,13
LUX,LTA Kota Kinabalu,Sabah,13
SGP,Pelabuhan Kemaman,Terengganu,13
UKR,LTA Ipoh,Perak,13
PRY,LTA Bayan Lepas,Pulau_Pinang,13
SWE,Pandaruan,Sarawak,13
ARG,LTA Kuching,Sarawak,13
USA,LT Bintulu,Sarawak,13
HUN,LTA Ipoh,Perak,13
CIV,Gelang Patah,Johor,13
SMR,LTA Kuala Lumpur Terminal 2,Selangor,13
IDN,Dermaga Kota Kinabalu,Sabah,13
VNM,Roro Labuan,Labuan,13
ESP,Pelabuhan Melaka,Melaka,13
MEX,Pasir Gudang,Johor,13
BRA,Tanjung Pengelih,Johor,13
UZB,Pejabat Imigresen Port Swettenham,Selangor,13
PAK,LT Sibu,Sarawak,13
NZL,ICQS Kudat,Sabah,13
DNK,Stulang Laut,Johor,13
MMR,Tanjung Belungkor,Johor,13
LVA,LTA Subang Terminal 3,Selangor,13
DZA,Jeti Kuah Langkawi,Kedah,13
CHE,Tedungan,Sarawak,13
GBR,Jeti Port Dickson,Negeri_Sembilan,13
LIE,LTA Bayan Lepas,Pulau_Pinang,13
CHE,Pelabuhan Melaka,Melaka,13
NIC,Bangunan Sultan Iskandar,Johor,13
DEU,Jeti Port Dickson,Negeri_Sembilan,13
LKA,Dermaga Labuan,Labuan,13
CAN,ICQS Kudat,Sabah,13
OMN,LTA Kota Kinabalu,Sabah,13
SGP,Lumut,Perak,13
BRA,Pasir Gudang,Johor,13
DEU,Biawak,Sarawak,13
PAK,Pengkalan Kubur,Kelantan,13
ECU,Sungai Tujuh,Sarawak,13
KHM,Pelabuhan Melaka,Melaka,13
ISL,LTA Ipoh,Perak,13
TKM,Bukit Kayu Hitam,Kedah,13
SAU,LTA Kuching,Sarawak,13
BEL,LT Sandakan,Sabah,13
CHE,Pandaruan,Sarawak,13
NLD,Jeti Pasir Gudang,Johor,13
CAN,Dermaga Kota Kinabalu,Sabah,13
RWA,Gelang Patah,Johor,13
ZWE,Bukit Kayu Hitam,Kedah,13
BLR,Telaga Harbour Park,Kedah,13
BLR,Wang Kelian,Perlis,13
SYR,LTA Subang Terminal 3,Selangor,13
POL,LT Sandakan,Sabah,13
BHR,Sungai Tujuh,Sarawak,13
TUR,Tedungan,Sarawak,13
MDV,Padang Besar,Perlis,13
RUS,LT Sandakan,Sabah,12
TGO,Bangunan Sultan Iskandar,Johor,12
SRB,LTA Kota Kinabalu,Sabah,12
MDA,LTA Langkawi,Kedah,12
TWN,Jeti Pasir Gudang,Johor,12
GHA,Pelabuhan Klang Barat - SCT,Selangor,12
VNM,Pelabuhan Kuantan,Pahang,12
CAN,Biawak,Sarawak,12
KOR,Jeti Port Dickson,Negeri_Sembilan,12
ROU,Pasir Gudang,Johor,12
NZL,Pasir Gudang,Johor,12
POL,Dermaga Tawau,Sabah,12
NLD,Pejabat Imigresen Port Swettenham,Selangor,12
TLS,Bukit Kayu Hitam,Kedah,12
USA,LTA Sultan Ismail,Kelantan,12
TKM,Sungai Tujuh,Sarawak,12
ARG,Pejabat Imigresen Desaru Coast,Johor,12
ROU,LTA Sultan Ismail Senai,Johor,12
QAT,Sungai Tujuh,Sarawak,12
NIC,Gelang Patah,Johor,12
PRT,LT Miri,Sarawak,12
HRV,LTA Subang Terminal 3,Selangor,12
TJK,LTA Kota Kinabalu,Sabah,12
ARG,Tanjung Belungkor,Johor,12
MEX,Tedungan,Sarawak,12
MDA,LTA Kota Kinabalu,Sabah,12
COL,Sungai Tujuh,Sarawak,12
UGA,Padang Besar,Perlis,12
AUT,Pejabat Imigresen Port Swettenham,Selangor,12
TUN,Jeti Kuah Langkawi,Kedah,12
YEM,Sungai Tujuh,Sarawak,12
UKR,Pengkalan Kubur,Kelantan,12
NLD,Roro Labuan,Labuan,12
CZE,Pejabat Imigresen Desaru Coast,Johor,12
AUT,Stulang Laut,Johor,12
LTU,LTA Sultan Ismail Senai,Johor,12
NPL,LT Bintulu,Sarawak,12
CZE,Pandaruan,Sarawak,12
FJI,Jeti Kuah Langkawi,Kedah,12
LKA,Tanjung Pengelih,Johor,12
AZE,LTA Bayan Lepas,Pulau_Pinang,12
SYC,LTA Bayan Lepas,Pulau_Pinang,12
NZL,Dermaga Kota Kinabalu,Sabah,12
ISL,Sungai Tujuh,Sarawak,12
KEN,Sungai Tujuh,Sarawak,12
KAZ,LTA Sultan Ismail Senai,Johor,12
BLR,LTA Sultan Ismail Senai,Johor,12
BRN,ICQ Durian Burung,Kedah,12
CHE,Terminal Feri Puteri Harbour,Johor,12
OMN,LTA Ipoh,Perak,12
LTU,Pelabuhan Tanjung Pelepas,Johor,12
CAN,Jeti Pasir Gudang,Johor,12
CAN,Jeti Tioman,Pahang,12
MNG,Telaga Harbour Park,Kedah,12
LUX,Jeti Kuah Langkawi,Kedah,12
MMR,Jeti Pasir Gudang,Johor,12
HND,LTA Bayan Lepas,Pulau_Pinang,12
ROU,Rantau Panjang,Kelantan,12
ARG,LTA Ipoh,Perak,12
PRT,Rantau Panjang,Kelantan,11
PAK,Roro Labuan,Labuan,11
CAN,Pengkalan Kubur,Kelantan,11
LAO,Pelabuhan Klang Barat - SCT,Selangor,11
VEN,LTA Subang Terminal 3,Selangor,11
MAR,Jeti Kuah Langkawi,Kedah,11
PER,LTA Sultan Ismail Senai,Johor,11
PER,LTA Subang Terminal 3,Selangor,11
HRV,Pasir Gudang,Johor,11
HRV,Pelabuhan Kuantan,Pahang,11
ROU,Pelabuhan Kuching,Sarawak,11
BGR,Wang Kelian,Perlis,11
HUN,Tedungan,Sarawak,11
VNM,Pelabuhan Melaka,Melaka,11
SLV,LTA Langkawi,Kedah,11
MEX,Pejabat Imigresen Desaru Coast,Johor,11
HUN,Pos Imigresen Mengkalap,Sarawak,11
SLE,Bangunan Sultan Iskandar,Johor,11
MDV,LTA Ipoh,Perak,11
BGD,Wang Kelian,Perlis,11
ITA,Pelabuhan Melaka,Melaka,11
NPL,Padang Besar,Perlis,11
GRC,Pelabuhan Klang Utara,Selangor,11
YEM,LTA Kota Kinabalu,Sabah,11
PHL,Merapok,Sabah,11
PHL,Pelabuhan Melaka,Melaka,11
OMN,Pos Imigresen Mengkalap,Sarawak,11
TWN,Pasir Gudang,Johor,11
AUT,LT Miri,Sarawak,11
LTU,Roro Labuan,Labuan,11
VAT,LTA Kuala Lumpur Terminal 1,Selangor,11
NPL,Jeti Pasir Gudang,Johor,11
CHL,Rantau Panjang,Kelantan,11
CHL,LTA Subang Terminal 3,Selangor,11
BEL,Tanjung Belungkor,Johor,11
VNM,Pejabat Imigresen Port Swettenham,Selangor,11
USA,ICQS Kudat,Sabah,11
MMR,Pengkalan Hulu (Bukit Berapit),Perak,11
ITA,Pengkalan Kubur,Kelantan,11
DNK,LT Sandakan,Sabah,11
KHM,LT Miri,Sarawak,11
CHE,Tanjung Belungkor,Johor,11
BRN,Pelabuhan Klang Barat - KMT,Selangor,11
IRL,Tanjung Belungkor,Johor,11
BGR,Padang Besar,Perlis,11
MWI,Gelang Patah,Johor,11
ESP,Tanjung Belungkor,Johor,11
ESP,Terminal Feri Puteri Harbour,Johor,11
SVK,LT Miri,Sarawak,11
LCA,LTA Bayan Lepas,Pulau_Pinang,11
BEN,Gelang Patah,Johor,11
MDG,LTA Bayan Lepas,Pulau_Pinang,11
LBY,LTA Kota Kinabalu,Sabah,11
PRT,Jeti Pasir Gudang,Johor,11
THA,Pelabuhan Kuantan,Pahang,11
JPN,Jeti Tioman,Pahang,11
CZE,Pelabuhan Klang Barat - SCT,Selangor,11
CZE,LTA Ipoh,Perak,11
GRC,Tedungan,Sarawak,11
HRV,Woodlands Train Checkpoint,Singapore,11
ISL,Jeti Kuah Langkawi,Kedah,11
CAN,LT Bintulu,Sarawak,11
CHN,LTA Sultan Ismail,Kelantan,11
BLR,Pelabuhan Klang Barat - SCT,Selangor,11
NGA,Tedungan,Sarawak,10
SDN,LTA Langkawi,Kedah,10
ROU,Tedungan,Sarawak,10
FJI,Bukit Kayu Hitam,Kedah,10
MLT,Telaga Harbour Park,Kedah,10
ZWE,LTA Kota Kinabalu,Sabah,10
SAU,Telaga Harbour Park,Kedah,10
POL,Roro Labuan,Labuan,10
FIN,Pandaruan,Sarawak,10
JPN,Dermaga Tawau,Sabah,10
TUR,Pelabuhan Klang Utara,Selangor,10
CHN,Pengkalan Kubur,Kelantan,10
PNG,LT Sibu,Sarawak,10
SSD,Jeti Pasir Gudang,Johor,10
RUS,LT Bintulu,Sarawak,10
GRC,Pelabuhan Klang Barat - SCT,Selangor,10
CHN,Jeti Kukup,Johor,10
LBR,Gelang Patah,Johor,10
FJI,LTA Kuching,Sarawak,10
SAU,Terminal Feri Puteri Harbour,Johor,10
SUR,LTA Bayan Lepas,Pulau_Pinang,10
SSD,Sungai Tujuh,Sarawak,10
NGA,LT Miri,Sarawak,10
CHE,Stulang Laut,Johor,10
LAO,LTA Langkawi,Kedah,10
CHE,Jeti Tioman,Pahang,10
TUN,LTA Sultan Ismail Senai,Johor,10
TUN,Rantau Panjang,Kelantan,10
USA,Pelabuhan Klang Utara,Selangor,10
BEL,LT Tawau,Sabah,10
GBR,Pelabuhan Kemaman,Terengganu,10
GBR,Lumut,Perak,10
PAK,Biawak,Sarawak,10
AUT,Dermaga Labuan,Labuan,10
UZB,LTA Kuching,Sarawak,10
UZB,LTA Sultan Ismail Senai,Johor,10
LKA,LTA Sultan Ismail Senai,Johor,10
IND,Pejabat Imigresen Port Swettenham,Selangor,10
SGP,LT Labuan,Labuan,10
BDI,LTA Kuala Lumpur Terminal 2,Selangor,10
UKR,Pandaruan,Sarawak,10
BRA,Stulang Laut,Johor,10
YEM,Tedungan,Sarawak,10
BRA,Rantau Panjang,Kelantan,10
DEU,ICQ Durian Burung,Kedah,10
TTO,LTA Subang Terminal 3,Selangor,10
NAM,Bangunan Sultan Iskandar,Johor,10
FIN,Tanjung Belungkor,Johor,10
CHE,Pengkalan Kubur,Kelantan,10
BEL,Pandaruan,Sarawak,10
FRA,Dermaga Kota Kinabalu,Sabah,10
AUT,Pengkalan Kubur,Kelantan,10
SGP,Lubok Antu,Sarawak,10
PER,LTA Kuching,Sarawak,10
GBR,Pelabuhan Kuantan,Pahang,10
MMR,Wang Kelian,Perlis,10
CYP,LTA Kuching,Sarawak,10
DMA,Woodlands Train Checkpoint,Singapore,10
JOR,Jeti Kuah Langkawi,Kedah,10
EGY,Pandaruan,Sarawak,10
SWZ,Gelang Patah,Johor,10
SWZ,Bangunan Sultan Iskandar,Johor,10
CHL,LTA Kuching,Sarawak,10
UKR,Stulang Laut,Johor,10
FRA,Lumut,Perak,10
BRN,LT Labuan,Labuan,10
GAB,Gelang Patah,Johor,10
EST,Dermaga Labuan,Labuan,10
ESP,Dermaga Tawau,Sabah,10
BGR,LTA Ipoh,Perak,10
YEM,Wang Kelian,Perlis,10
YEM,Woodlands Train Checkpoint,Singapore,10
ZAF,Dermaga Kota Kinabalu,Sabah,10
ECU,LTA Kota Kinabalu,Sabah,10
DZA,LTA Sultan Ismail Senai,Johor,10
IRQ,Bukit Kayu Hitam,Kedah,10
MAR,Pos Imigresen Mengkalap,Sarawak,10
MDG,LTA Langkawi,Kedah,10
TUR,Terminal Feri Puteri Harbour,Johor,10
COM,Bangunan Sultan Iskandar,Johor,10
SYR,Woodlands Train Checkpoint,Singapore,10
GRC,Pelabuhan Kuantan,Pahang,10
COL,LTA Kuching,Sarawak,9
COL,Pelabuhan Klang Barat - KMT,Selangor,9
MCO,Gelang Patah,Johor,9
VNM,Tanjung Belungkor,Johor,9
IRQ,Sungai Tujuh,Sarawak,9
GEO,Wang Kelian,Perlis,9
GRD,LTA Subang Terminal 3,Selangor,9
GRC,Pos Imigresen Mengkalap,Sarawak,9
ISL,Wang Kelian,Perlis,9
ZWE,Padang Besar,Perlis,9
UKR,LT Miri,Sarawak,9
PAN,LTA Kota Kinabalu,Sabah,9
ITA,Pejabat Imigresen Port Swettenham,Selangor,9
ITA,Pelabuhan Klang Utara,Selangor,9
ITA,LT Bintulu,Sarawak,9
CRI,Tanjung Pengelih,Johor,9
LUX,LTA Subang Terminal 3,Selangor,9
