country,poe,state,Total_Arrivals
FIN,Woodlands Train Checkpoint,Singapore,55
PHL,LT Labuan,Labuan,55
EGY,Bukit Kayu Hitam,Kedah,55
KEN,LTA Bayan Lepas,Pulau_Pinang,55
BRN,LT Bintulu,Sarawak,55
DZA,LTA Bayan Lepas,Pulau_Pinang,55
JOR,Bukit Kayu Hitam,Kedah,55
DEU,Terminal Feri Puteri Harbour,Johor,55
LVA,Jeti Kuah Langkawi,Kedah,55
HTI,LTA Kuala Lumpur Terminal 2,Selangor,55
FRA,Pengkalan Hulu (Bukit Berapit),Perak,55
HKG,Pengkalan Hulu (Bukit Berapit),Perak,54
NLD,Pengkalan Hulu (Bukit Berapit),Perak,54
CUB,Gelang Patah,Johor,54
CYP,Bangunan Sultan Iskandar,Johor,54
AUT,Woodlands Train Checkpoint,Singapore,54
AUS,Pelabuhan Melaka,Melaka,54
AUS,Pelabuhan Klang Utara,Selangor,54
MNG,Woodlands Train Checkpoint,Singapore,54
IND,Telaga Harbour Park,Kedah,54
FIN,LTA Subang Terminal 3,Selangor,54
ARG,LTA Sultan Ismail Senai,Johor,54
MNG,LTA Sultan Ismail Senai,Johor,54
NLD,Terminal Feri Puteri Harbour,Johor,53
XXX,LTA Subang Terminal 3,Selangor,53
SVK,LTA Subang Terminal 3,Selangor,53
SGP,LT Sandakan,Sabah,53
BTN,Bangunan Sultan Iskandar,Johor,53
IRN,Sungai Tujuh,Sarawak,53
BHS,LTA Kuala Lumpur Terminal 2,Selangor,53
DEU,Pelabuhan Tanjung Pelepas,Johor,53
BRA,Sungai Tujuh,Sarawak,53
MMR,LT Bintulu,Sarawak,52
VNM,Tanjung Pengelih,Johor,52
DEU,Pejabat Imigresen Port Swettenham,Selangor,52
LKA,Tedungan,Sarawak,52
TWN,Pelabuhan Klang Utara,Selangor,52
DEU,Pengkalan Kubur,Kelantan,52
GRD,LTA Kuala Lumpur Terminal 2,Selangor,52
BEL,LTA Sultan Ismail Senai,Johor,52
KEN,Bukit Kayu Hitam,Kedah,52
KNA,LTA Bayan Lepas,Pulau_Pinang,52
BGD,LTA Sultan Ismail Senai,Johor,52
FRA,Dermaga Labuan,Labuan,52
ITA,LT Miri,Sarawak,51
TLS,Stulang Laut,Johor,51
BRN,LT Sibu,Sarawak,51
CHN,Roro Labuan,Labuan,51
BTN,LTA Bayan Lepas,Pulau_Pinang,51
USA,Pelabuhan Melaka,Melaka,51
IND,LT Tawau,Sabah,51
THA,LT Bintulu,Sarawak,51
BGD,LTA Ipoh,Perak,51
VNM,Pejabat Imigresen Desaru Coast,Johor,50
GRC,Pelabuhan Klang Barat - KMT,Selangor,50
VNM,LTA Kuala Terengganu,Terengganu,50
ERI,LTA Kuala Lumpur Terminal 2,Selangor,50
DZA,LTA Langkawi,Kedah,50
DNK,Woodlands Train Checkpoint,Singapore,49
JPN,Roro Labuan,Labuan,49
LBN,LTA Langkawi,Kedah,49
SDN,Sungai Tujuh,Sarawak,49
PRY,Gelang Patah,Johor,49
NZL,Rantau Panjang,Kelantan,49
PHL,ICQS Kudat,Sabah,49
IDN,Pelabuhan Kuantan,Pahang,49
NZL,Dermaga Labuan,Labuan,49
GRC,Bukit Kayu Hitam,Kedah,49
MEX,Bukit Kayu Hitam,Kedah,49
LAO,Jeti Kuah Langkawi,Kedah,48
HKG,Gelang Patah,Johor,48
KOR,Pelabuhan Melaka,Melaka,48
POL,LTA Sultan Ismail Senai,Johor,48
KAZ,Sungai Tujuh,Sarawak,48
FIN,LTA Ipoh,Perak,48
ZAF,Pelabuhan Klang Barat - KMT,Selangor,48
IND,Tebedu,Sarawak,48
CZE,Dermaga Labuan,Labuan,48
CHL,LTA Langkawi,Kedah,48
TWN,Tanjung Belungkor,Johor,48
CHN,Jeti Tioman,Pahang,48
TUN,LTA Langkawi,Kedah,48
POL,LT Miri,Sarawak,48
BRA,Pejabat Imigresen Desaru Coast,Johor,48
IND,Jeti Kukup,Johor,47
SAU,Pandaruan,Sarawak,47
MNE,LTA Kuala Lumpur Terminal 2,Selangor,47
MAR,LTA Kota Kinabalu,Sabah,47
CHN,Jeti Pasir Gudang,Johor,47
LVA,Telaga Harbour Park,Kedah,47
KOR,Jeti Pasir Gudang,Johor,47
NER,LTA Kuala Lumpur Terminal 1,Selangor,47
PNG,LTA Kuching,Sarawak,47
KAZ,Jeti Kuah Langkawi,Kedah,47
PRT,Sungai Tujuh,Sarawak,47
POL,Pos Imigresen Mengkalap,Sarawak,47
VNM,Dermaga Labuan,Labuan,46
KHM,LTA Subang Terminal 3,Selangor,46
TWN,Tanjung Pengelih,Johor,46
TUR,LTA Kuching,Sarawak,46
LCA,LTA Kuala Lumpur Terminal 2,Selangor,46
MNG,LTA Langkawi,Kedah,46
AZE,Gelang Patah,Johor,46
HKG,LTA Kuala Lumpur Terminal 2,Selangor,46
ROU,LTA Kuching,Sarawak,46
ARG,LTA Kota Kinabalu,Sabah,46
NLD,Tanjung Pengelih,Johor,46
DEU,Tanjung Belungkor,Johor,46
XXX,LTA Ipoh,Perak,46
MEX,Sungai Tujuh,Sarawak,45
CHN,Dermaga Tawau,Sabah,45
TUR,Rantau Panjang,Kelantan,45
CYP,LTA Bayan Lepas,Pulau_Pinang,45
MMR,Stulang Laut,Johor,45
IRN,LTA Kota Kinabalu,Sabah,45
SVN,Bukit Kayu Hitam,Kedah,45
FRA,Terminal Feri Puteri Harbour,Johor,45
GBR,Jeti Pasir Gudang,Johor,45
GBR,Dermaga Kota Kinabalu,Sabah,45
ISL,LT Sandakan,Sabah,45
RUS,Pelabuhan Klang Barat - SCT,Selangor,45
SWE,Pelabuhan Klang Barat - SCT,Selangor,45
NPL,Woodlands Train Checkpoint,Singapore,45
BHR,LTA Bayan Lepas,Pulau_Pinang,45
NLD,Pandaruan,Sarawak,44
LAO,Tedungan,Sarawak,44
MNE,Pelabuhan Tanjung Pelepas,Johor,44
MMR,Pelabuhan Klang Utara,Selangor,44
LVA,Bukit Kayu Hitam,Kedah,44
GRC,Jeti Kuah Langkawi,Kedah,44
NPL,LTA Kuching,Sarawak,44
ESP,Dermaga Labuan,Labuan,44
ARE,LT Miri,Sarawak,44
HKG,LTA Langkawi,Kedah,44
NRU,Gelang Patah,Johor,44
HKG,Padang Besar,Perlis,44
NZL,LTA Kuantan,Pahang,44
YEM,Bukit Kayu Hitam,Kedah,44
IRL,LT Miri,Sarawak,44
BEL,Pejabat Imigresen Desaru Coast,Johor,44
URY,Bangunan Sultan Iskandar,Johor,44
ROU,Woodlands Train Checkpoint,Singapore,44
ROU,Sungai Tujuh,Sarawak,44
SGP,Pos Kawalan Imigresen Muar,Johor,44
GBR,Pelabuhan Tanjung Pelepas,Johor,44
SYR,LTA Bayan Lepas,Pulau_Pinang,44
MAR,Woodlands Train Checkpoint,Singapore,43
KHM,LTA Kuching,Sarawak,43
ISL,Gelang Patah,Johor,43
LAO,LTA Kota Kinabalu,Sabah,43
LBY,Sungai Tujuh,Sarawak,43
NLD,Pelabuhan Klang Barat - KMT,Selangor,43
POL,Tedungan,Sarawak,43
GBR,Pejabat Imigresen Port Swettenham,Selangor,43
LUX,LTA Langkawi,Kedah,43
RUS,LTA Ipoh,Perak,43
CHN,Tanjung Belungkor,Johor,43
FRA,LTA Sultan Ismail,Kelantan,43
MUS,Pelabuhan Klang Barat - KMT,Selangor,43
KGZ,Bukit Kayu Hitam,Kedah,43
TLS,Gelang Patah,Johor,43
NZL,Stulang Laut,Johor,43
CHL,LTA Kota Kinabalu,Sabah,43
DNK,Sungai Tujuh,Sarawak,42
YEM,Pelabuhan Melaka,Melaka,42
TUR,Stulang Laut,Johor,42
SLB,LTA Kuching,Sarawak,42
CUB,Bangunan Sultan Iskandar,Johor,42
PAK,LT Bintulu,Sarawak,42
DZA,Bukit Kayu Hitam,Kedah,42
COD,LTA Kuala Lumpur Terminal 2,Selangor,42
CHE,LTA Sultan Ismail Senai,Johor,42
UZB,Jeti Kuah Langkawi,Kedah,42
GBR,Tanjung Lembung,Kedah,42
SEN,Bangunan Sultan Iskandar,Johor,42
AZE,LTA Langkawi,Kedah,42
BEL,Rantau Panjang,Kelantan,41
MDV,Woodlands Train Checkpoint,Singapore,41
BRB,LTA Kuala Lumpur Terminal 2,Selangor,41
NOR,Woodlands Train Checkpoint,Singapore,41
ZMB,Gelang Patah,Johor,41
GMB,Gelang Patah,Johor,41
DEU,LT Sandakan,Sabah,41
MLI,Bangunan Sultan Iskandar,Johor,41
PAK,Wang Kelian,Perlis,41
AZE,Bangunan Sultan Iskandar,Johor,41
FRA,Pandaruan,Sarawak,41
MUS,LTA Subang Terminal 3,Selangor,41
KGZ,LTA Bayan Lepas,Pulau_Pinang,41
BOL,Gelang Patah,Johor,41
USA,Pengkalan Kubur,Kelantan,41
XXX,LTA Kuching,Sarawak,41
BLR,LTA Kota Kinabalu,Sabah,41
ZAF,Tanjung Pengelih,Johor,41
NZL,Pandaruan,Sarawak,40
YEM,LTA Sultan Ismail Senai,Johor,40
ESP,LT Sandakan,Sabah,40
PER,Bukit Kayu Hitam,Kedah,40
SVN,LTA Kota Kinabalu,Sabah,40
PHL,LT Sandakan,Sabah,40
GBR,LT Sibu,Sarawak,40
RUS,LT Miri,Sarawak,40
USA,Dermaga Kota Kinabalu,Sabah,40
KOR,Rantau Panjang,Kelantan,40
NIC,LTA Kuala Lumpur Terminal 2,Selangor,40
BGR,Pelabuhan Tanjung Pelepas,Johor,40
BWA,LTA Kuala Lumpur Terminal 2,Selangor,40
DZA,Sungai Tujuh,Sarawak,40
HUN,Padang Besar,Perlis,40
PAN,Bangunan Sultan Iskandar,Johor,40
AUT,LTA Sultan Ismail Senai,Johor,40
GNQ,LTA Kuala Lumpur Terminal 1,Selangor,40
SGP,Pasir Gudang,Johor,39
MEX,LTA Kuching,Sarawak,39
FRA,Tebedu,Sarawak,39
BRN,Dermaga Tawau,Sabah,39
BGD,Jeti Pasir Gudang,Johor,39
GHA,Pelabuhan Klang Barat - KMT,Selangor,39
SWE,Pos Imigresen Mengkalap,Sarawak,39
ZAF,Pelabuhan Tanjung Pelepas,Johor,39
SVK,Dermaga Labuan,Labuan,39
PRT,Wang Kelian,Perlis,39
BGR,LTA Kota Kinabalu,Sabah,39
EST,Bukit Kayu Hitam,Kedah,39
UKR,LT Batu Berendam,Melaka,39
HUN,Pelabuhan Klang Barat - SCT,Selangor,39
XXX,Padang Besar,Perlis,39
ESP,LT Miri,Sarawak,39
BEL,Stulang Laut,Johor,39
MHL,LTA Kuala Lumpur Terminal 1,Selangor,39
GEO,Bangunan Sultan Iskandar,Johor,38
NOR,Pejabat Imigresen Desaru Coast,Johor,38
SWE,LTA Sultan Ismail Senai,Johor,38
TZA,Tedungan,Sarawak,38
GBR,Pengkalan Kubur,Kelantan,38
ZAF,LTA Ipoh,Perak,38
XXX,Tedungan,Sarawak,38
MDA,Bangunan Sultan Iskandar,Johor,38
RUS,Pandaruan,Sarawak,38
KGZ,LTA Langkawi,Kedah,38
LBY,Bangunan Sultan Iskandar,Johor,38
IRL,Pos Imigresen Mengkalap,Sarawak,38
SGP,Pelabuhan Tanjung Pelepas,Johor,38
LTU,LTA Kuching,Sarawak,38
LTU,LTA Subang Terminal 3,Selangor,38
AUS,Lumut,Perak,38
DOM,Pelabuhan Klang Barat - SCT,Selangor,38
AUS,Pejabat Imigresen Port Swettenham,Selangor,38
COL,LTA Langkawi,Kedah,38
CHE,Pelabuhan Klang Utara,Selangor,37
LKA,Pelabuhan Klang Barat - KMT,Selangor,37
KAZ,Rantau Panjang,Kelantan,37
JPN,Tebedu,Sarawak,37
GBR,Pelabuhan Melaka,Melaka,37
BEN,LTA Kuala Lumpur Terminal 2,Selangor,37
EST,LTA Kuching,Sarawak,37
POL,Rantau Panjang,Kelantan,37
ATG,Bangunan Sultan Iskandar,Johor,37
MKD,Bangunan Sultan Iskandar,Johor,37
HRV,LTA Kota Kinabalu,Sabah,37
GIN,Bangunan Sultan Iskandar,Johor,37
LIE,LTA Kuala Lumpur Terminal 2,Selangor,37
PAK,LTA Ipoh,Perak,37
NAM,Gelang Patah,Johor,37
BRN,LTA Ipoh,Perak,37
VNM,ICQ Durian Burung,Kedah,37
COL,LTA Subang Terminal 3,Selangor,37
KWT,Pelabuhan Klang Barat - SCT,Selangor,36
ITA,Dermaga Labuan,Labuan,36
MEX,Woodlands Train Checkpoint,Singapore,36
BRN,Terminal Feri Puteri Harbour,Johor,36
ZWE,LTA Bayan Lepas,Pulau_Pinang,36
FRA,Jeti Port Dickson,Negeri_Sembilan,36
HKG,Bangunan Sultan Iskandar,Johor,36
ESP,Pos Imigresen Mengkalap,Sarawak,36
UKR,LTA Subang Terminal 3,Selangor,36
LVA,Sungai Tujuh,Sarawak,36
MMR,Rantau Panjang,Kelantan,36
CYP,LTA Langkawi,Kedah,36
AUS,Jeti Tioman,Pahang,36
SSD,LTA Kuala Lumpur Terminal 2,Selangor,36
BRA,Wang Kelian,Perlis,36
IND,Dermaga Tawau,Sabah,36
LTU,Dermaga Labuan,Labuan,36
PSE,Sungai Tujuh,Sarawak,36
LCA,Bangunan Sultan Iskandar,Johor,36
DNK,Jeti Tioman,Pahang,36
NGA,LTA Kuching,Sarawak,36
MEX,Pelabuhan Klang Barat - KMT,Selangor,36
AND,LTA Kuala Lumpur Terminal 2,Selangor,35
AUS,LT Bintulu,Sarawak,35
HKG,LTA Kuantan,Pahang,35
ESP,Tedungan,Sarawak,35
MMR,Pandaruan,Sarawak,35
MMR,LTA Kuantan,Pahang,35
CHE,Tanjung Pengelih,Johor,35
GBR,LT Bintulu,Sarawak,35
LTU,Sungai Tujuh,Sarawak,35
TON,LTA Bayan Lepas,Pulau_Pinang,35
VNM,Pelabuhan Tanjung Pelepas,Johor,35
VNM,LT Bintulu,Sarawak,35
LBY,Gelang Patah,Johor,35
NLD,Pelabuhan Melaka,Melaka,35
RUS,Pengkalan Hulu (Bukit Berapit),Perak,35
USA,Jeti Tioman,Pahang,35
MUS,LTA Langkawi,Kedah,35
IND,LT Sibu,Sarawak,35
CZE,Wang Kelian,Perlis,35
BGD,Pos Imigresen Mengkalap,Sarawak,34
JPN,LT Sibu,Sarawak,34
JPN,LT Tawau,Sabah,34
LAO,Pos Imigresen Bukit Bunga,Kelantan,34
NOR,LT Miri,Sarawak,34
QAT,LTA Bayan Lepas,Pulau_Pinang,34
UZB,LTA Subang Terminal 3,Selangor,34
TWN,Wang Kelian,Perlis,34
UKR,Pelabuhan Kuantan,Pahang,34
PRT,Pelabuhan Klang Barat - SCT,Selangor,34
MAR,Padang Besar,Perlis,34
CHE,Pelabuhan Klang Barat - KMT,Selangor,34
POL,Dermaga Labuan,Labuan,34
KWT,LTA Sultan Ismail Senai,Johor,34
IRN,Woodlands Train Checkpoint,Singapore,34
NGA,Woodlands Train Checkpoint,Singapore,34
ARE,LTA Subang Terminal 3,Selangor,34
CZE,Pos Imigresen Mengkalap,Sarawak,33
COM,LTA Kuala Lumpur Terminal 2,Selangor,33
PRT,LTA Ipoh,Perak,33
SWE,Pejabat Imigresen Desaru Coast,Johor,33
MDV,LTA Subang Terminal 3,Selangor,33
VNM,Tebedu,Sarawak,33
CHE,LTA Kuantan,Pahang,33
SVK,Padang Besar,Perlis,33
LKA,Pejabat Imigresen Desaru Coast,Johor,33
CHE,Pos Imigresen Mengkalap,Sarawak,33
MKD,LTA Langkawi,Kedah,33
AUS,Dermaga Kota Kinabalu,Sabah,33
SMR,LTA Kuala Lumpur Terminal 1,Selangor,33
SWE,LT Miri,Sarawak,33
CHE,Dermaga Labuan,Labuan,33
PAK,Tebedu,Sarawak,33
KWT,LTA Subang Terminal 3,Selangor,33
UKR,LTA Kuching,Sarawak,33
MMR,Jeti Kuah Langkawi,Kedah,32
ESP,Tanjung Pengelih,Johor,32
GUY,LTA Kuala Lumpur Terminal 2,Selangor,32
KOR,Roro Labuan,Labuan,32
QAT,LTA Langkawi,Kedah,32
UKR,Sungai Tujuh,Sarawak,32
ATG,LTA Kuala Lumpur Terminal 2,Selangor,32
TJK,Gelang Patah,Johor,32
VNM,LT Tawau,Sabah,32
NZL,LT Sibu,Sarawak,32
ROU,Padang Besar,Perlis,32
ISL,LTA Bayan Lepas,Pulau_Pinang,32
BLR,Rantau Panjang,Kelantan,32
FRA,LT Sandakan,Sabah,32
PHL,Dermaga Kota Kinabalu,Sabah,32
ARM,LTA Langkawi,Kedah,32
FIN,Pejabat Imigresen Desaru Coast,Johor,32
FIN,Wang Kelian,Perlis,32
STP,LTA Kuala Lumpur Terminal 1,Selangor,32
DEU,Dermaga Tawau,Sabah,32
ROU,Pelabuhan Klang Barat - KMT,Selangor,32
IRQ,LTA Langkawi,Kedah,31
SYR,Sungai Tujuh,Sarawak,31
AUS,Roro Labuan,Labuan,31
GRC,Padang Besar,Perlis,31
THA,Tebedu,Sarawak,31
PNG,LTA Bayan Lepas,Pulau_Pinang,31
BGR,Bukit Kayu Hitam,Kedah,31
SYC,Bangunan Sultan Iskandar,Johor,31
BRA,Pelabuhan Klang Barat - SCT,Selangor,31
BEL,Pelabuhan Klang Barat - SCT,Selangor,31
CIV,LTA Kuala Lumpur Terminal 2,Selangor,31
TLS,Bangunan Sultan Iskandar,Johor,31
UKR,Pelabuhan Klang Barat - KMT,Selangor,31
DZA,Woodlands Train Checkpoint,Singapore,31
NZL,Tanjung Pengelih,Johor,31
FRA,LT Tawau,Sabah,30
JAM,Gelang Patah,Johor,30
SUR,Bangunan Sultan Iskandar,Johor,30
ZAF,Roro Labuan,Labuan,30
CPV,LTA Kuala Lumpur Terminal 1,Selangor,30
MMR,LT Sibu,Sarawak,30
KAZ,Padang Besar,Perlis,30
SLB,LTA Kuala Lumpur Terminal 2,Selangor,30
MDV,LTA Kuching,Sarawak,30
KOR,Biawak,Sarawak,30
TGO,LTA Kuala Lumpur Terminal 2,Selangor,30
ROU,Pelabuhan Klang Barat - SCT,Selangor,30
MLT,LTA Langkawi,Kedah,30
LTU,LTA Ipoh,Perak,30
MCO,LTA Kuala Lumpur Terminal 1,Selangor,30
NRU,LTA Kuala Lumpur Terminal 1,Selangor,29
LKA,Pos Imigresen Mengkalap,Sarawak,29
ECU,LTA Bayan Lepas,Pulau_Pinang,29
LTU,Wang Kelian,Perlis,29
ARM,LTA Bayan Lepas,Pulau_Pinang,29
KHM,LTA Ipoh,Perak,29
USA,Dermaga Tawau,Sabah,29
IRN,Pelabuhan Klang Barat - SCT,Selangor,29
IRN,Pelabuhan Klang Barat - KMT,Selangor,29
CHE,LT Miri,Sarawak,29
VNM,Jeti Pasir Gudang,Johor,29
NLD,Pelabuhan Tanjung Pelepas,Johor,29
VEN,LTA Bayan Lepas,Pulau_Pinang,29
EST,LTA Subang Terminal 3,Selangor,29
NOR,Rantau Panjang,Kelantan,29
BIH,LTA Bayan Lepas,Pulau_Pinang,29
JPN,Pelabuhan Melaka,Melaka,29
MEX,Padang Besar,Perlis,28
CRI,Pelabuhan Klang Barat - SCT,Selangor,28
TCD,Bangunan Sultan Iskandar,Johor,28
UKR,Dermaga Labuan,Labuan,28
NLD,Biawak,Sarawak,28
BGR,Jeti Kuah Langkawi,Kedah,28
URY,LTA Sultan Ismail,Kelantan,28
VEN,LTA Kota Kinabalu,Sabah,28
MNG,LTA Subang Terminal 3,Selangor,28
SWE,Tedungan,Sarawak,28
DEU,Jeti Tioman,Pahang,28
IDN,Dermaga Sandakan,Sabah,28
USA,Jeti Pasir Gudang,Johor,28
GEO,Gelang Patah,Johor,28
KAZ,LTA Kuching,Sarawak,28
FIN,LTA Sultan Ismail Senai,Johor,27
HRV,Pelabuhan Klang Barat - KMT,Selangor,27
CAN,LT Sibu,Sarawak,27
TTO,Sungai Tujuh,Sarawak,27
BRN,Pengkalan Hulu (Bukit Berapit),Perak,27
DZA,LTA Kota Kinabalu,Sabah,27
BRA,LT Miri,Sarawak,27
SWE,Pengkalan Hulu (Bukit Berapit),Perak,27
KWT,Bukit Kayu Hitam,Kedah,27
PHL,Pengkalan Kubur,Kelantan,27
MEX,LTA Sultan Ismail Senai,Johor,27
THA,Jeti Pasir Gudang,Johor,27
ITA,Terminal Feri Puteri Harbour,Johor,27
SRB,LTA Langkawi,Kedah,27
SWZ,LTA Kuala Lumpur Terminal 2,Selangor,27
BRN,LTA Sultan Ismail Senai,Johor,27
GBR,Pelabuhan Klang Utara,Selangor,27
NPL,Stulang Laut,Johor,27
GBR,Dermaga Tawau,Sabah,27
JAM,LTA Bayan Lepas,Pulau_Pinang,27
LVA,Wang Kelian,Perlis,27
DNK,Dermaga Kota Kinabalu,Sabah,27
PER,LTA Langkawi,Kedah,27
RWA,LTA Kuala Lumpur Terminal 2,Selangor,26
KHM,Tedungan,Sarawak,26
CAN,LTA Kuantan,Pahang,26
NOR,Stulang Laut,Johor,26
KHM,Pelabuhan Klang Barat - KMT,Selangor,26
AZE,Sungai Tujuh,Sarawak,26
PSE,LTA Bayan Lepas,Pulau_Pinang,26
KHM,LTA Kota Kinabalu,Sabah,26
LBY,LTA Bayan Lepas,Pulau_Pinang,26
UZB,Wang Kelian,Perlis,26
PAK,Terminal Feri Puteri Harbour,Johor,26
ITA,LT Tawau,Sabah,26
THA,Pos Kawalan Imigresen Muar,Johor,26
GEO,LTA Bayan Lepas,Pulau_Pinang,26
AUS,LT Labuan,Labuan,26
AUS,Jeti Pasir Gudang,Johor,26
ESP,Pelabuhan Klang Barat - KMT,Selangor,26
GEO,Bukit Kayu Hitam,Kedah,26
SVN,LTA Kuching,Sarawak,26
THA,LTA Sultan Ismail,Kelantan,26
EGY,Rantau Panjang,Kelantan,26
MDA,Gelang Patah,Johor,25
MDA,Bukit Kayu Hitam,Kedah,25
GTM,Gelang Patah,Johor,25
ROU,LT Miri,Sarawak,25
POL,Pasir Gudang,Johor,25
BRN,Lubok Antu,Sarawak,25
BRN,LTA Langkawi,Kedah,25
TUR,LTA Ipoh,Perak,25
IRL,Pelabuhan Klang Barat - SCT,Selangor,25
SVK,LTA Kuching,Sarawak,25
LAO,LTA Subang Terminal 3,Selangor,25
UGA,LTA Bayan Lepas,Pulau_Pinang,25
KHM,LTA Langkawi,Kedah,25
SAU,Pengkalan Kubur,Kelantan,25
IND,LT Sandakan,Sabah,25
ZMB,Bangunan Sultan Iskandar,Johor,25
AUT,Pelabuhan Klang Barat - KMT,Selangor,25
BGR,LTA Subang Terminal 3,Selangor,25
BLR,LTA Kuching,Sarawak,25
CMR,Bangunan Sultan Iskandar,Johor,25
CHN,Pejabat Imigresen Port Swettenham,Selangor,25
MUS,Pelabuhan Klang Barat - SCT,Selangor,25
KWT,Pelabuhan Klang Barat - KMT,Selangor,24
DNK,Pelabuhan Klang Barat - SCT,Selangor,24
ROU,LTA Ipoh,Perak,24
VEN,LTA Langkawi,Kedah,24
ROU,Wang Kelian,Perlis,24
PAK,Jeti Pasir Gudang,Johor,24
CZE,Rantau Panjang,Kelantan,24
FRA,Pasir Gudang,Johor,24
IDN,Pelabuhan Batu Pahat,Johor,24
YEM,LTA Langkawi,Kedah,24
SRB,Bukit Kayu Hitam,Kedah,24
JPN,Jeti Pasir Gudang,Johor,24
ARM,Bangunan Sultan Iskandar,Johor,24
BLR,Sungai Tujuh,Sarawak,24
ESP,Stulang Laut,Johor,24
ITA,Stulang Laut,Johor,24
ITA,Dermaga Tawau,Sabah,24
DEU,Roro Labuan,Labuan,24
XXX,Pos Imigresen Mengkalap,Sarawak,24
TWN,Rantau Panjang,Kelantan,24
IRL,Pengkalan Hulu (Bukit Berapit),Perak,24
IRL,Tanjung Pengelih,Johor,24
BRN,Sindumin,Sabah,24
CPV,LTA Kuala Lumpur Terminal 2,Selangor,24
MRT,Bangunan Sultan Iskandar,Johor,24
HRV,Sungai Tujuh,Sarawak,24
HUN,Wang Kelian,Perlis,24
MEX,Jeti Kuah Langkawi,Kedah,23
THA,Jeti Port Dickson,Negeri_Sembilan,23
CZE,Tedungan,Sarawak,23
TLS,Sungai Tujuh,Sarawak,23
SWE,Dermaga Labuan,Labuan,23
GTM,Bangunan Sultan Iskandar,Johor,23
ARG,Sungai Tujuh,Sarawak,23
KOR,Dermaga Tawau,Sabah,23
RUS,Dermaga Kota Kinabalu,Sabah,23
EST,Pos Imigresen Mengkalap,Sarawak,23
DOM,Gelang Patah,Johor,23
ISL,LTA Sultan Ismail Senai,Johor,23
ARG,LTA Subang Terminal 3,Selangor,23
FIN,Tedungan,Sarawak,23
VCT,LTA Kuala Lumpur Terminal 1,Selangor,23
FRA,Jeti Tioman,Pahang,23
PRT,Pejabat Imigresen Desaru Coast,Johor,23
PAK,Pejabat Imigresen Desaru Coast,Johor,23
FRA,Dermaga Tawau,Sabah,23
MUS,LTA Kota Kinabalu,Sabah,23
SLV,Bangunan Sultan Iskandar,Johor,23
JOR,LTA Kota Kinabalu,Sabah,23
TGO,Gelang Patah,Johor,23
JAM,Bangunan Sultan Iskandar,Johor,23
SGP,Dermaga Tawau,Sabah,23
HUN,Woodlands Train Checkpoint,Singapore,23
MNG,Wang Kelian,Perlis,23
GBR,Biawak,Sarawak,23
NLD,Tanjung Belungkor,Johor,23
HND,Bangunan Sultan Iskandar,Johor,23
DEU,Jeti Pasir Gudang,Johor,23
NOR,LTA Sultan Ismail Senai,Johor,23
GRC,Woodlands Train Checkpoint,Singapore,22
RUS,Biawak,Sarawak,22
MDV,LTA Kota Kinabalu,Sabah,22
SYR,Pelabuhan Kuantan,Pahang,22
EGY,Pelabuhan Tanjung Pelepas,Johor,22
AUS,Dermaga Tawau,Sabah,22
EGY,LTA Sultan Ismail Senai,Johor,22
MCO,LTA Kuala Lumpur Terminal 2,Selangor,22
THA,Roro Labuan,Labuan,22
ITA,Pandaruan,Sarawak,22
FRA,ICQS Kudat,Sabah,22
KOR,Tanjung Belungkor,Johor,22
COL,LTA Kota Kinabalu,Sabah,22
SLV,LTA Bayan Lepas,Pulau_Pinang,22
THA,Lubok Antu,Sarawak,22
CHN,Pelabuhan Melaka,Melaka,22
SLB,Bangunan Sultan Iskandar,Johor,22
SLE,Gelang Patah,Johor,22
BLZ,Gelang Patah,Johor,22
FRA,Roro Labuan,Labuan,22
GAB,Bangunan Sultan Iskandar,Johor,22
UZB,Telaga Harbour Park,Kedah,22
KEN,LTA Kota Kinabalu,Sabah,22
IDN,Merapok,Sabah,22
BOL,Bangunan Sultan Iskandar,Johor,22
ZAF,Terminal Feri Puteri Harbour,Johor,22
EGY,LTA Subang Terminal 3,Selangor,22
AUT,Pos Imigresen Mengkalap,Sarawak,22
KOR,Pelabuhan Klang Utara,Selangor,22
NOR,LTA Ipoh,Perak,22
CAN,Roro Labuan,Labuan,22
OMN,LTA Subang Terminal 3,Selangor,22
BWA,Bangunan Sultan Iskandar,Johor,22
BEL,Tebedu,Sarawak,22
DNK,Pejabat Imigresen Desaru Coast,Johor,22
BEL,Pos Imigresen Mengkalap,Sarawak,22
CAN,LT Sandakan,Sabah,22
KHM,Jeti Kuala Perlis,Perlis,22
TTO,LTA Bayan Lepas,Pulau_Pinang,22
NLD,LTA Kuantan,Pahang,22
MUS,Padang Besar,Perlis,22
CHN,ICQ Durian Burung,Kedah,22
USA,Lumut,Perak,22
EGY,Jeti Pasir Gudang,Johor,22
DNK,Tedungan,Sarawak,21
ALB,LTA Bayan Lepas,Pulau_Pinang,21
YEM,Padang Besar,Perlis,21
POL,Pejabat Imigresen Desaru Coast,Johor,21
SAU,Pengkalan Hulu (Bukit Berapit),Perak,21
LBR,Bangunan Sultan Iskandar,Johor,21
CAN,LT Tawau,Sabah,21
NER,LTA Kuala Lumpur Terminal 2,Selangor,21
RUS,Tanjung Pengelih,Johor,21
OMN,Padang Besar,Perlis,21
TUN,Bukit Kayu Hitam,Kedah,21
